# 2024-03 月中(2024-03-11,上月月報甫公佈)全池量化快照(1266 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
8155 博智|電子零組|-10 4 15|77 83 -10 -4|0.5 81|2 -3 -13 7 -16
8163 達方|電腦及週|-16 -13 -2|97 97 9 37|4.4 94|18 3 -1 -13 -17
8171 天宇|綠能環保|31 2 33|65 96 -4 5|1.4 13|2 14 0 9 -15
8176 智捷|通信網路|-37 11 -16|80 80 -2 27|0.7 7|4 7 0 na na
8182 加高|電子零組|28 26 19|86 86 7 13|0.8 28|51 1 0 6 1
8183 精星|其他電子|-30 -4 -3|82 82 -17 -8|1.0 17|1 -1 0 -11 8
8201 無敵|其他電子|-45 -22 -6|71 86 20 8|0.5 9|1 -0 0 0 na
8210 勤誠|電腦及週|11 80 52|82 82 4 17|1.0 1548|8 -4 -1 18 94
8213 志超|電子零組|-18 -8 -5|89 89 -8 -11|1.5 17|22 -26 -0 2 -5
8215 明基材|光電業|6 11 -4|80 92 -1 -4|0.8 54|2 -9 -0 -2 26
8222 寶一|電機機械|10 57 6|66 80 -3 -17|0.4 49|1 -2 0 -4 -2
8227 巨有科技|半導體業|-53 105 65|68 68 11 93|1.0 254|4 -1 0 -15 -25
8234 新漢|電腦及週|-44 -30 2|68 91 -8 -7|1.5 18|5 3 0 -5 4
8249 菱光|電子零組|-49 -22 5|87 94 5 2|1.5 6|2 -11 0 -9 3
8255 朋程|電機機械|60 52 11|91 93 0 0|1.4 77|9 -8 -3 -2 23
8261 富鼎|半導體業|-16 1 17|78 81 -16 -3|0.7 54|2 0 -2 -9 -12
8271 宇瞻|半導體業|4 7 13|89 89 10 21|1.6 83|15 6 -0 33 -3
8289 泰藝|電子零組|-35 -21 14|77 94 3 11|2.0 20|1 0 0 -15 -14
8299 群聯|半導體業|42 50 49|96 96 26 39|1.3 1611|50 12 0 -5 -3
8341 日友|綠能環保|-10 -7 7|63 84 -14 -11|1.7 19|9 -15 -3 1 -0
8349 恒耀國際|鋼鐵工業|1 26 12|96 96 3 6|1.2 10|2 5 -1 6 -7
8358 金居|電子零組|-14 -17 -1|81 84 -6 -17|1.1 103|7 -2 -0 7 -2
8383 千附|半導體業|-29 -25 9|89 95 4 4|1.5 15|7 1 0 51 -27
8390 金益鼎|綠能環保|2 23 19|88 96 -1 -1|2.9 19|4 8 0 -9 -12
8403 盛弘|生技醫療|13 18 19|74 92 -6 -5|1.5 7|1 -8 0 2 -13
8404 百和興業-KY|其他|-41 20 38|72 86 -10 -11|1.1 14|53 5 0 6 48
8410 森田|電腦及週|-37 5 -13|83 83 17 20|0.6 15|2 4 0 4 -3
8415 大國鋼|鋼鐵工業|-10 -13 -3|92 95 -4 1|0.5 5|10 -23 0 -3 -10
8422 可寧衛*|綠能環保|-27 -22 2|87 97 -1 -0|0.8 31|10 -20 -0 -4 1
8426 紅木-KY|其他|4 32 -39|79 79 10 24|0.5 33|68 -0 0 -16 8
8431 匯鑽科|其他電子|-59 -1 9|84 93 5 -9|0.9 17|2 -0 0 1 -24
8432 東生華|生技醫療|-23 58 34|87 87 12 21|1.5 23|3 3 0 -7 -35
8433 弘帆|居家生活|5 18 0|95 96 3 18|0.9 12|3 2 0 2 -11
8435 鉅邁|其他|-7 -9 -1|100 100 13 18|1.0 11|1 -0 0 110 63
8436 大江|生技醫療|-31 -11 -14|67 79 -19 -14|1.5 83|23 -9 -13 -2 28
8440 綠電|綠能環保|-15 6 -0|74 93 1 -0|0.6 7|1 2 0 -7 -5
8442 威宏-KY|其他|-24 7 12|96 96 22 46|0.5 51|61 -2 0 -31 25
8446 華研|文化創意|-5 47 11|73 98 6 10|0.9 20|6 3 0 -4 -11
8454 富邦媒|數位雲端|4 5 -0|49 75 -22 -20|1.0 436|18 -12 -0 29 -33
8462 柏文|運動休閒|12 22 -0|67 78 -8 -19|2.2 10|1 0 0 -8 1
8464 億豐|居家生活|-9 5 7|99 99 8 24|0.7 165|42 -8 1 -4 3
8467 波力-KY|運動休閒|-1 31 14|94 94 27 134|0.7 122|46 2 2 -17 -22
8473 山林水|綠能環保|-43 -18 -22|91 91 29 41|1.7 57|1 -1 0 45 199
8476 台境*|綠能環保|47 5 33|87 90 11 -5|4.3 6|5 22 0 19 6
8478 東哥遊艇|運動休閒|-3 19 2|58 89 -4 -6|4.1 145|42 1 0 27 -9
8489 三貝德|其他|-5 7 -2|92 92 22 30|0.5 9|6 13 0 -18 2
8916 光隆|其他|-44 -19 5|98 98 6 6|1.0 12|4 8 0 -64 -7
8924 大田|運動休閒|-52 -29 17|73 95 2 -0|1.3 13|4 18 0 -16 -24
8926 台汽電|油電燃氣|110 40 -13|89 95 16 9|3.0 204|6 -7 -0 94 87
8927 北基|油電燃氣|17 16 1|90 95 11 -7|2.2 38|1 -7 0 3 37
8930 青鋼|鋼鐵工業|-26 30 9|90 90 15 24|0.9 63|7 -2 0 -27 -41
8931 大汽電|油電燃氣|-47 -29 -17|69 91 15 16|2.1 23|0 -1 2 5 4
8932 智通*|數位雲端|47 69 16|81 81 -1 27|1.3 55|30 1 0 3 6
8936 國統|其他|61 65 37|95 95 42 117|0.8 1168|12 -2 0 7 95
8938 明安|運動休閒|-51 -27 10|68 94 -1 -5|1.1 16|8 6 -2 -5 -15
8940 新天地|觀光餐旅|49 37 -55|74 83 -11 12|0.7 8|9 -11 0 na na
8942 森鉅|其他|-41 -15 -13|98 100 2 4|2.4 21|21 -10 0 -1 -6
8996 高力|電機機械|-18 -10 -53|74 98 24 2|2.2 2964|8 0 0 7 -1
9802 鈺齊-KY|運動休閒|-64 -42 -8|83 83 -15 -3|1.0 70|41 2 -21 -11 -2
9904 寶成|運動休閒|5 1 8|95 98 0 8|1.3 233|43 -35 -0 37 174
9906 欣巴巴|建材營造|-100 -85 -86|100 100 33 33|1.0 38|4 12 0 36 2
9907 統一實|其他|-23 5 17|75 86 -10 -14|2.8 24|16 -14 -0 3 11
9910 豐泰|運動休閒|-8 2 10|79 79 -12 -10|0.9 181|15 -19 -5 -19 26
9911 櫻花|居家生活|19 18 11|99 99 11 19|1.2 19|18 5 -0 -6 -16
9914 美利達|運動休閒|-41 -43 -12|98 98 16 8|3.1 308|37 7 5 23 37
9917 中保科|其他|-0 6 -4|96 96 3 16|0.5 33|41 21 -3 -23 3
9919 康那香|其他|-28 -10 -1|70 70 -23 13|0.3 55|4 0 0 -4 3
9921 巨大|運動休閒|-27 -24 -6|94 98 17 14|2.6 404|38 11 2 -38 30
9924 福興|居家生活|4 13 12|99 99 10 24|1.3 35|15 7 -0 -60 -19
9925 新保|其他|-2 1 0|99 99 -1 1|1.2 12|17 -20 0 133 41
9927 泰銘|其他|-6 20 8|94 94 0 25|1.2 46|18 9 -0 12 -10
9930 中聯資源|綠能環保|-19 2 -5|98 98 4 5|1.4 9|2 -1 0 76 13
9933 中鼎|其他|33 22 8|100 100 3 13|2.7 67|19 8 -0 25 -0
9934 成霖|居家生活|-10 -10 -2|99 99 11 12|0.7 22|18 19 -1 -5 -15
9935 慶豐富|居家生活|28 4 11|91 91 9 24|0.5 7|7 2 0 72 6
9938 百和|其他|-20 23 34|85 85 -14 5|1.1 54|19 -3 -4 -26 18
9939 宏全|其他|-6 8 1|98 98 20 40|1.4 165|26 -7 0 -26 3
9940 信義|其他|-34 -44 -39|98 98 -1 3|1.1 5|6 -0 0 11 11
9941 裕融|其他|4 7 -5|74 77 -22 -19|3.7 157|5 -6 0 48 44
9942 茂順|其他|-38 -8 -21|87 92 -4 -8|2.4 33|6 1 -6 12 2
9943 好樂迪|觀光餐旅|15 -8 -27|90 97 -2 3|1.3 17|2 -4 -0 -1 14
9945 潤泰新|其他|-41 -4 4|76 92 -1 -8|1.0 140|12 -1 0 -7 31
9946 三發地產|建材營造|-96 86 64|97 97 16 70|2.4 17|4 12 0 15 -13
9950 萬國通|塑膠工業|22 -4 -38|70 70 -22 2|2.2 7|0 -1 0 na na
9951 皇田|電機機械|-10 0 -9|89 89 -7 -3|0.8 8|6 -5 0 17 -8
9955 佳龍|綠能環保|-9 16 3|85 90 -1 15|4.4 6|2 3 0 9 -5
9958 世紀鋼|鋼鐵工業|3 63 -6|89 89 29 39|0.9 1363|22 -0 4 1 -31
