# 2023-02 月中(2023-02-13,上月月報甫公佈)全池量化快照(949 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
2603 長榮|航運業|-54 -42 -69|45 59 -3 -33|0.6 2836|29 -3 -2 12 6
2605 新興|航運業|28 10 13|63 81 7 -11|0.4 34|38 14 0 -14 -11
2606 裕民|航運業|-15 -22 -20|79 98 33 20|0.4 200|10 16 3 -37 -34
2607 榮運|航運業|-29 -9 -124|66 77 -1 -10|4.4 82|14 50 -1 -7 34
2608 嘉里大榮|航運業|-23 -13 -8|83 92 5 -6|0.8 10|5 14 0 -13 -4
2609 陽明|航運業|-64 -54 -63|56 67 -7 -35|0.5 1536|16 -14 -0 -7 -4
2610 華航|航運業|5 -10 -20|62 83 7 -14|0.6 531|11 3 -0 -2 0
2611 志信|航運業|-59 -54 -44|57 73 -1 -27|0.6 7|2 -4 0 -6 6
2612 中航|航運業|-6 -1 -24|71 84 13 -6|0.2 18|2 8 1 -15 -6
2613 中櫃|航運業|-15 -11 -12|53 74 1 -16|0.4 6|1 -6 -1 -3 1
2614 東森|其他|-6 -1 -6|58 87 7 -10|0.6 93|2 2 0 -9 13
2615 萬海|航運業|-71 -55 -66|47 73 5 -29|0.4 1038|43 -1 -0 -15 3
2616 山隆|油電燃氣|-23 -17 -13|82 89 -5 -8|0.5 6|4 9 0 22 5
2617 台航|航運業|15 19 0|74 90 7 -9|0.6 24|3 9 -0 -24 -6
2618 長榮航|航運業|42 24 -10|77 80 11 -11|0.8 929|30 -8 0 7 -11
2633 台灣高鐵|航運業|47 28 -48|98 98 3 0|0.6 111|11 10 0 -6 -17
2634 漢翔|航運業|53 31 -1|99 99 19 2|2.7 225|7 1 0 25 5
2636 台驊控股|航運業|-70 -65 -45|51 80 -3 -21|0.4 46|15 2 -1 -22 21
2637 慧洋-KY|航運業|-31 -25 -52|60 88 8 -11|0.3 212|11 4 1 -24 -12
2641 正德|航運業|-34 -24 -44|64 80 -1 -18|0.4 24|0 -2 0 -8 7
2642 宅配通|航運業|-17 -7 -5|57 84 7 -9|0.3 15|5 -2 0 -15 26
2702 華園|觀光餐旅|68 42 -23|79 79 7 6|1.2 7|38 1 0 -5 11
2707 晶華|觀光餐旅|31 21 -0|92 92 35 53|0.7 312|22 7 -1 8 -17
2723 美食-KY|觀光餐旅|6 3 5|99 99 46 54|0.6 211|56 11 2 -14 4
2727 王品|觀光餐旅|27 7 -4|100 100 43 72|2.7 372|27 9 0 91 40
2729 瓦城|觀光餐旅|67 26 8|100 100 20 36|2.1 18|4 13 5 6 11
2731 雄獅|觀光餐旅|591 314 106|99 99 30 28|0.9 155|10 2 0 10 -1
2732 六角|觀光餐旅|-1 -4 -7|99 99 37 50|1.4 201|8 -2 2 88 117
2736 富野|觀光餐旅|36 4 -104|75 83 12 -13|0.6 14|6 3 0 -8 -13
2743 山富|觀光餐旅|1339 876 106|83 83 17 14|0.7 45|1 1 0 10 43
2748 雲品|觀光餐旅|33 30 -55|93 93 58 68|2.3 258|5 2 1 59 -20
2752 豆府|觀光餐旅|66 33 -28|100 100 30 78|2.1 14|2 5 0 na 0
2753 八方雲集|觀光餐旅|6 9 -5|96 96 28 57|1.7 212|18 4 4 -30 15
2754 亞洲藏壽司|觀光餐旅|62 30 -184|100 100 42 80|0.8 67|81 3 0 -5 6
2801 彰銀|金融保險|32 31 10|91 97 3 -3|0.8 93|13 11 -1 11 -7
2809 京城銀|金融保險|115 38 74|88 94 5 -5|0.3 44|13 15 0 -15 -20
2812 台中銀|金融保險|28 13 1|89 96 4 -3|1.5 95|10 12 -0 -2 8
2820 華票|金融保險|-11 -40 -1|91 93 5 -4|1.1 7|7 26 0 4 -5
2834 臺企銀|金融保險|35 25 5|100 100 11 6|0.6 225|18 19 0 -2 -42
2836 高雄銀|金融保險|-24 -10 -4|86 92 1 -6|1.1 5|7 25 0 -2 5
2838 聯邦銀|金融保險|24 10 11|97 97 -1 18|0.7 10|6 33 0 28 -12
2845 遠東銀|金融保險|6 43 32|98 98 9 6|1.1 54|11 21 -0 -2 -4
2850 新產|金融保險|3 1 -2|89 89 14 -4|1.0 9|11 22 1 -71 -28
2851 中再保|金融保險|-7 0 -4|63 86 1 -15|0.9 55|2 16 0 -70 -11
2855 統一證|金融保險|2774 907 688|83 97 11 -0|1.5 12|9 25 0 10 -8
2880 華南金|金融保險|13 1 -5|96 96 5 -4|0.7 211|18 -8 -0 -3 9
2881 富邦金|金融保險|-74 -121 -62|85 98 12 4|0.7 739|20 6 2 -10 1
2882 國泰金|金融保險|-42 -71 -24|71 92 10 -7|0.4 1020|21 7 1 -16 -45
2883 凱基金|金融保險|-59 -98 -44|71 93 5 -6|0.7 289|23 11 5 -12 -52
2884 玉山金|金融保險|25 7 11|78 89 7 -11|1.0 506|32 -15 -1 -7 -13
2885 元大金|金融保險|-15 -25 -4|92 99 12 11|0.5 291|26 22 4 -16 -45
2886 兆豐金|金融保險|56 19 20|79 92 10 -7|0.8 422|22 12 -1 -20 -11
2887 台新新光金|金融保險|10 2 -6|84 98 19 5|0.6 201|24 28 -0 -2 -18
2889 國票金|金融保險|-10 -35 2|81 93 12 -7|0.6 86|10 4 1 5 17
2890 永豐金|金融保險|-6 -7 -9|95 95 6 2|0.5 303|28 8 5 -10 -27
2891 中信金|金融保險|-66 -90 -62|78 91 6 -6|0.6 562|39 -3 -1 11 -6
2892 第一金|金融保險|26 8 -2|95 98 6 -0|0.7 422|25 -7 1 23 1
2903 遠百|貿易百貨|10 2 -3|97 97 16 12|1.1 23|10 20 8 -26 5
2906 高林|貿易百貨|-20 -13 -20|64 88 20 -6|0.4 13|3 7 0 -12 -11
2912 統一超|貿易百貨|12 11 0|94 94 3 -4|0.7 288|30 -19 -5 30 5
2913 農林|貿易百貨|-6 -6 -11|90 90 -5 13|0.3 11|9 1 0 -5 -1
2915 潤泰全|貿易百貨|-27 -10 -12|60 93 8 5|0.3 137|9 -7 2 7 -13
2916 滿心|居家生活|49 18 -48|100 100 37 32|2.6 11|22 0 0 270 21
2929 淘帝-KY|貿易百貨|-13 -16 -3|77 77 41 33|0.7 72|18 -1 0 -30 14
3003 健和興|電子零組|-23 -20 -19|80 82 -0 -15|0.7 23|5 9 -5 -5 2
3004 豐達科|鋼鐵工業|46 60 5|98 98 29 27|1.3 24|6 6 -0 -9 -0
3005 神基|電腦及週|-3 3 -6|84 97 19 0|1.2 46|23 19 -3 -37 -5
3006 晶豪科|半導體業|-54 -55 -20|47 91 15 -4|0.6 309|17 15 0 -19 -38
3008 大立光|光電業|-13 -1 -3|95 95 15 9|0.7 1188|38 -2 2 -10 -1
3010 華立|電子通路|-35 -22 -22|83 93 7 -8|1.1 16|11 16 3 -21 -0
3011 今皓|電子零組|-52 -47 -38|75 90 24 -15|1.7 10|1 3 1 na na
3013 晟銘電|電腦及週|-1 23 -0|84 84 27 21|2.0 98|4 -2 0 53 63
3014 聯陽|半導體業|-24 -27 2|80 96 31 21|2.0 78|14 10 0 25 -7
3016 嘉晶|半導體業|-21 -6 -19|62 82 6 -10|0.7 47|4 14 0 -6 -30
3017 奇鋐|電腦及週|-35 1 -14|93 93 11 4|1.1 416|42 5 -7 5 -16
3019 亞光|光電業|-33 -27 -15|78 96 3 0|0.8 50|11 7 -0 -1 -14
3022 威強電|電腦及週|8 25 -4|98 98 34 32|2.1 102|28 -4 -0 4 76
3023 信邦|電子零組|17 21 0|97 97 13 12|1.3 175|64 18 -1 30 -5
3024 憶聲|光電業|-0 -15 -16|94 94 -1 -0|0.6 5|1 -10 0 4 13
3025 星通|通信網路|-61 -62 -44|78 78 -6 3|0.2 5|2 11 -1 -13 -15
3026 禾伸堂|電子零組|-37 -18 -7|86 100 6 5|1.2 15|11 20 0 -19 -3
3027 盛達|通信網路|-48 3 -3|89 89 38 104|0.7 370|2 -1 -0 -33 34
3028 增你強|電子通路|-54 -32 -23|82 98 11 -2|1.4 9|5 18 0 -1 -8
3029 零壹|資訊服務|37 15 9|100 100 23 15|7.4 14|4 7 0 58 -5
3030 德律|其他電子|-64 -25 -37|91 94 -1 3|1.0 21|17 -16 0 -1 8
3033 威健|電子通路|-30 -16 -12|88 98 2 1|1.2 22|6 14 0 -11 -1
3034 聯詠|半導體業|-41 -37 -15|95 98 47 46|1.4 2731|47 9 4 -41 -32
3035 智原|半導體業|2 13 -48|61 97 32 13|1.3 2090|28 0 3 -20 8
3036 文曄|電子通路|2 6 -20|73 98 13 1|0.6 61|11 6 4 -12 -22
3037 欣興|電子零組|-6 7 -25|52 77 -3 -19|0.5 3061|37 2 -2 -7 -16
3038 全台|光電業|-10 -0 -9|93 93 0 -2|1.0 10|8 -1 0 -21 -2
3041 揚智|半導體業|-58 -31 -23|54 84 15 -14|1.5 18|12 0 -0 2 16
3042 晶技|電子零組|-36 -21 -6|92 95 9 -4|1.0 111|15 8 2 -16 -13
3044 健鼎|電子零組|-28 -18 -19|81 99 9 -1|0.6 118|39 -13 -0 48 -26
3045 台灣大|通信網路|5 10 1|91 95 3 -5|0.7 250|16 -6 4 10 -1
3046 建碁|電腦及週|50 18 -17|85 85 -6 60|1.7 48|2 -1 -0 -4 96
3047 訊舟|通信網路|-23 -7 -17|80 80 -9 -8|0.4 36|3 -3 0 1 -9
3048 益登|電子通路|-27 -15 -22|81 91 -5 -7|1.1 10|3 8 0 -8 -7
3050 鈺德|光電業|-3 8 -1|93 98 8 5|0.2 6|10 10 0 -4 19
3051 力特|光電業|-50 -27 -15|66 84 1 6|0.6 8|2 -4 0 14 -8
3056 富華新|建材營造|72 765 -7785|86 94 3 2|0.5 17|5 15 1 6 -15
3059 華晶科|光電業|-34 5 -43|67 90 -1 -7|1.1 51|13 -7 -0 -3 7
3062 建漢|通信網路|-20 53 4|76 79 4 -18|0.5 52|12 8 0 -5 -12
3078 僑威|電子零組|-31 -24 11|81 90 16 -5|1.0 7|1 10 0 -15 -14
3081 聯亞|通信網路|-21 55 15|67 72 38 -21|1.0 274|37 -1 -1 -1 13
3083 網龍|文化創意|26 5 -4|86 92 17 8|0.5 30|1 -2 0 -5 7
3088 艾訊|電腦及週|-24 5 -19|91 97 12 7|3.3 20|6 3 -7 94 -13
3090 日電貿|電子零組|-24 -10 -7|99 99 10 10|0.9 19|9 13 1 -4 -5
3092 鴻碩|電子零組|-48 -44 -55|51 77 2 -14|0.6 11|3 17 0 -5 -9
3093 港建*|其他電子|-29 -7 -29|73 96 30 3|3.6 19|68 2 0 -24 159
3094 聯傑|半導體業|-23 -9 -15|78 94 14 4|5.2 11|2 -3 0 20 7
3105 穩懋|半導體業|-55 -52 -20|52 87 26 -3|1.6 1280|40 -0 0 6 5
3122 笙泉|半導體業|-76 -64 -26|41 75 1 -22|0.6 5|3 9 0 -7 -16
3128 昇銳|光電業|48 -3 -29|86 86 37 124|0.6 116|2 -2 -1 24 51
3131 弘塑|半導體業|-26 -17 -16|76 84 27 1|0.6 14|4 2 0 na -8
3138 耀登|通信網路|32 31 8|75 88 15 18|1.0 40|3 13 -1 0 -14
3141 晶宏|半導體業|-26 -37 -32|50 72 20 -14|1.0 504|5 -1 0 10 -0
3149 正達|光電業|-47 -26 -16|66 82 -15 8|0.6 6|2 1 0 0 na
3152 璟德|通信網路|-31 -27 19|70 94 26 22|1.3 23|17 -2 10 -13 -12
3162 精確|電機機械|46 100 15|88 88 21 13|2.3 161|44 1 -0 8 -8
3163 波若威|通信網路|-13 4 -35|87 87 4 -8|0.8 74|5 -0 0 4 15
3169 亞信|半導體業|-51 -36 -36|49 83 13 -10|1.1 71|2 4 0 2 -11
3178 公準|半導體業|-36 -1 -6|95 95 26 12|0.8 10|2 12 0 -4 -15
3189 景碩|半導體業|-37 -21 -36|48 76 -1 -20|0.4 631|11 -2 -0 -6 11
3205 佰研|生技醫療|-31 -18 -5|61 61 11 -13|0.7 17|11 -1 0 11 5
3207 耀勝|電子零組|22 30 1|99 99 14 75|1.1 190|6 3 -0 -11 -37
3209 全科|電子通路|12 42 12|100 100 22 6|3.0 31|5 15 -0 54 4
3211 順達|電腦及週|-6 -6 -0|75 99 9 1|1.4 16|11 18 -0 -3 -32
3217 優群|電子零組|-19 -24 -13|76 100 30 29|1.6 56|3 -0 2 22 16
3218 大學光|生技醫療|7 24 -6|97 97 29 9|0.8 238|29 2 4 -46 13
3219 倚強科|其他電子|-48 -19 -348|50 88 49 -13|2.3 6|2 0 0 -1 0
3221 台嘉碩|通信網路|-32 -22 -35|67 72 2 -25|0.7 8|5 11 0 -11 -0
3224 三顧|電子通路|-32 -42 -36|77 86 13 13|1.4 10|2 10 0 3 -9
3227 原相|半導體業|-37 -35 6|82 95 28 18|1.1 50|17 8 -1 -8 -13
3228 金麗科|半導體業|-75 -52 -22|40 51 20 -43|1.1 442|7 1 0 11 -0
3231 緯創|電腦及週|-18 -5 -18|99 99 16 11|0.8 289|33 37 2 -23 -1
3234 光環|通信網路|-54 -45 -17|78 78 3 -16|0.7 9|3 -7 0 3 10
3236 千如|電子零組|-16 2 -17|91 91 -1 10|0.2 6|12 17 0 -13 -6
3252 海灣|觀光餐旅|-23 -30 -67|72 76 9 -16|0.4 5|8 -1 0 -0 7
3260 威剛|半導體業|-34 -30 -15|71 97 16 9|0.7 108|12 14 2 -32 -57
3264 欣銓|半導體業|11 17 -4|99 99 23 27|1.2 163|25 19 -0 12 -4
3265 台星科|半導體業|-9 -3 -30|94 99 13 9|0.8 62|6 8 0 -9 13
3272 東碩|電腦及週|-10 46 -8|70 70 -21 34|0.4 33|1 -6 0 -4 28
3289 宜特|其他電子|17 13 -5|92 92 4 49|0.9 277|13 7 -1 -22 -30
3290 東浦|電子零組|-18 -5 -10|98 98 15 20|1.6 29|4 8 0 2 40
3293 鈊象|文化創意|20 18 12|96 96 32 23|0.7 1037|38 16 1 -19 -1
3296 勝德|電子零組|-39 -22 -1|87 87 -3 2|1.5 8|3 11 0 -2 -37
3305 昇貿|其他電子|-49 -40 -43|59 83 15 -17|1.2 42|1 -4 0 6 29
3317 尼克森|半導體業|-31 -26 -15|77 87 11 -9|0.8 21|3 7 0 -14 -15
3322 建舜電|電子零組|-49 -48 -14|79 89 10 15|1.0 8|1 -5 0 0 34
3324 雙鴻|其他電子|-38 -26 -21|64 95 21 2|0.7 108|10 8 -1 -2 -19
3346 麗清|汽車工業|-11 11 -11|85 85 19 -0|0.6 27|5 10 0 -13 -33
3356 奇偶|光電業|19 7 0|82 82 -6 49|0.4 58|4 -5 0 0 -10
3357 臺慶科|電子零組|-25 -21 -5|85 95 32 9|3.8 13|11 -1 0 79 27
3362 先進光|光電業|-36 -32 -30|89 89 34 -0|0.9 72|2 2 0 0 -10
3374 精材|半導體業|-12 -7 -13|73 80 14 -14|1.0 187|9 -1 0 -21 -25
3376 新日興|電子零組|-49 -37 -33|90 90 4 -1|1.2 24|21 -3 0 -15 -22
3380 明泰|通信網路|11 38 13|88 88 5 -2|0.4 28|7 8 0 -5 -21
3402 漢科|其他電子|-21 -2 -39|92 95 11 -4|0.5 5|3 -4 0 3 7
3406 玉晶光|光電業|3 -5 -22|77 82 16 -12|0.4 663|21 -5 0 -1 5
3413 京鼎|半導體業|4 15 -5|90 93 16 -1|1.0 73|22 12 -4 -9 -13
3419 譁裕|通信網路|7 47 19|79 85 3 1|0.2 12|4 1 0 -7 -7
3430 奇鈦科|化學工業|-42 -22 na|na na -2 na|0.9 6|1 8 0 na na
3438 類比科|半導體業|-50 -49 -13|76 97 9 7|1.4 15|2 2 0 -4 -3
3441 聯一光電|光電業|-43 -39 -33|88 88 23 -6|0.3 16|4 3 0 -18 15
3443 創意|半導體業|27 61 3|97 97 56 64|1.3 5890|36 -2 0 49 -3
3444 利機|電子通路|-39 -25 -9|78 78 9 14|1.2 52|9 -2 0 -11 -41
3450 聯鈞|半導體業|-33 -22 -13|78 85 12 -12|1.4 9|8 4 0 -7 2
3454 晶睿|光電業|59 103 15|97 97 42 142|0.9 1777|9 1 0 -19 14
3455 由田|光電業|-0 7 -6|80 96 6 3|1.1 44|5 10 0 -12 -14
3466 德晉|通信網路|22 84 65|90 90 15 29|0.5 20|13 -7 0 5 18
3479 安勤|電腦及週|6 37 -18|89 89 44 32|2.7 379|5 -0 1 16 36
3481 群創|光電業|-48 -42 -3|72 93 -2 19|1.9 424|26 12 -0 -17 -6
3483 力致|電腦及週|-17 -30 -28|70 94 25 -2|1.3 16|2 -1 0 -2 15
3491 昇達科|通信網路|-21 -21 -25|75 80 19 -16|0.6 94|9 7 -1 -6 -9
3494 誠研|電腦及週|4 -6 -26|76 76 26 -10|1.4 8|12 1 0 na na
3498 陽程|其他電子|-45 61 29|86 86 28 18|2.1 15|3 1 0 -8 -0
3499 環天科|通信網路|-51 -43 -16|72 85 -1 -4|0.3 6|2 8 0 -9 -13
3501 維熹|電子零組|-21 -11 -20|95 95 8 11|0.4 6|5 -2 0 -28 3
3504 揚明光|光電業|-43 -39 -39|73 73 -1 -14|0.4 77|2 4 0 -2 -5
3508 位速|其他電子|-38 -36 -29|73 88 13 -10|0.7 29|1 -1 0 -17 -100
3511 矽瑪|電子零組|-34 -12 -67|79 79 -7 -2|0.3 6|1 4 0 -14 -12
3515 華擎|電腦及週|-36 -23 -5|68 96 46 55|0.4 308|6 3 -2 -2 -9
3520 華盈|電子零組|-55 16 -31|76 76 -0 12|0.9 8|1 -3 0 9 -12
3521 台鋼建設|建材營造|16 -24 -22|77 77 -12 28|0.9 12|1 1 0 na -26
3526 凡甲|電子零組|-45 -35 -19|66 81 8 -12|1.6 28|5 0 -2 2 -1
3527 聚積|半導體業|-41 -34 -14|63 87 16 -5|1.8 21|6 9 0 0 -14
3529 力旺|半導體業|-9 34 -5|85 93 38 24|1.3 1099|62 -2 1 -25 0
3530 晶相光|半導體業|-29 -40 7|67 88 11 -11|1.1 15|42 5 0 -29 -4
3532 台勝科|半導體業|-9 21 -12|41 82 -1 -14|0.6 173|51 -1 -0 -11 11
3533 嘉澤|電子零組|-31 -4 -27|92 92 6 24|1.0 572|31 -6 -1 4 8
3535 晶彩科|光電業|-52 -55 -86|62 79 -20 -12|0.4 12|4 8 -1 -4 -4
3537 堡達|電子零組|-54 -31 -9|99 100 17 16|3.0 7|2 3 0 69 -13
3545 敦泰|半導體業|-45 -40 3|54 90 -8 -7|0.6 209|17 13 0 -14 -27
3546 宇峻|文化創意|-5 -8 -1|94 98 5 7|0.7 13|11 -3 0 -17 -8
3548 兆利|電子零組|-59 -47 -35|84 94 8 2|3.8 18|7 3 0 -11 -8
3552 同致|其他電子|-51 -17 -27|79 79 9 3|1.0 189|15 1 0 3 -17
3558 神準|通信網路|46 97 20|96 96 33 17|1.0 824|14 4 -0 33 -29
3563 牧德|光電業|-20 -19 6|66 95 23 8|1.0 16|10 11 0 3 -9
3576 聯合再生|光電業|2 22 -10|86 89 -1 -6|0.5 88|16 3 0 -1 21
3577 泓格|電腦及週|-32 -13 -32|88 88 19 11|0.8 7|1 -3 0 -4 -0
3580 友威科|其他電子|-69 -12 -39|78 78 1 -6|2.0 22|7 -4 0 -1 22
3583 辛耘|半導體業|9 5 -19|82 91 14 6|0.8 20|8 4 0 -3 -20
3587 閎康|其他電子|20 20 2|96 96 31 50|1.0 258|10 7 0 -12 -3
3588 通嘉|半導體業|-67 -57 -29|47 90 -2 -8|1.3 30|1 -1 0 6 10
3591 艾笛森|光電業|-14 -13 -1|100 100 48 28|3.6 16|3 3 1 38 10
3592 瑞鼎|半導體業|-56 -43 -30|62 95 46 34|0.9 332|15 3 2 -20 -25
3594 磐儀|電腦及週|1 20 3|100 100 38 25|3.4 50|5 1 0 35 24
3596 智易|通信網路|10 29 5|77 89 13 -10|0.8 77|21 18 -9 2 -27
3611 鼎翰|電腦及週|10 13 -3|99 99 10 7|1.7 5|12 -3 0 39 0
3617 碩天|其他電子|39 33 1|98 98 14 37|1.8 44|7 10 0 8 12
3624 光頡|電子零組|-35 -30 -29|60 98 33 13|3.3 251|41 -2 3 33 54
3630 新鉅科|光電業|-55 -44 -5|76 82 2 -7|0.3 6|36 8 0 -8 -11
3645 達邁|電子零組|-64 -55 -28|57 84 8 -13|0.7 5|11 1 0 -5 -3
3653 健策|電子零組|4 26 -7|97 97 9 18|1.0 461|12 6 -3 -39 -7
3661 世芯-KY|半導體業|87 100 60|80 95 23 35|1.1 3918|52 -2 3 2 -23
3665 貿聯-KY|其他電子|27 48 -39|79 79 2 -13|0.8 529|43 -10 -1 -5 7
3669 圓展|通信網路|-39 -21 -3|78 88 8 -5|0.5 9|1 7 0 -12 -10
3673 TPK-KY|光電業|-29 -22 -17|78 81 1 -11|1.0 17|34 7 0 -10 -30
3675 德微|半導體業|-24 -13 -16|70 98 41 21|1.1 482|53 1 8 -9 -14
3680 家登|半導體業|-7 19 -29|96 96 35 20|1.7 652|9 2 1 5 -5
3686 達能|半導體業|-97 -95 -10|54 70 34 -16|0.4 5|0 -2 0 na na
3687 歐買尬|數位雲端|-8 -2 -6|46 86 12 -5|0.5 54|3 1 0 -21 -18
3691 碩禾|光電業|-45 -51 -26|60 67 5 -26|0.9 20|6 -0 0 -1 -5
3693 營邦|電腦及週|84 128 61|91 91 83 106|0.8 467|3 -2 0 31 25
3701 大眾控|電腦及週|-32 1 -20|58 80 14 -3|1.3 37|4 2 0 -3 -16
3702 大聯大|電子通路|-36 -23 -20|90 94 8 -4|0.7 150|26 2 13 -12 -12
3703 欣陸|建材營造|-23 -28 -52|92 92 9 1|1.0 37|28 12 0 -17 1
3704 合勤控|通信網路|24 32 11|100 100 33 24|1.2 262|13 3 2 10 73
3705 永信|生技醫療|-18 -19 -12|86 86 11 6|0.4 44|10 3 1 -26 38
3706 神達|電腦及週|-36 4 -9|95 96 10 6|1.5 72|13 16 4 -6 -8
3707 漢磊|半導體業|-12 -1 -20|70 82 6 -5|0.7 331|9 6 1 -13 -24
3708 上緯投控|綠能環保|-50 -28 -18|72 93 11 -1|0.8 301|9 -4 7 -6 -17
3710 連展投控|電子零組|-51 -31 -15|71 71 9 -9|3.0 14|2 0 0 na na
3711 日月光投控|半導體業|-7 -6 -23|98 98 23 16|1.0 1283|76 27 -0 -47 -7
3712 永崴投控|電腦及週|31 -6 -32|91 100 25 8|1.7 18|3 9 0 -17 -5
3714 富采|光電業|-58 -49 -25|49 92 13 -4|0.7 192|15 10 0 -4 -10
3715 定穎投控|電子零組|na na na|na na 2 na|1.2 10|14 12 0 -3 -4
4102 永日|生技醫療|-22 22 5|73 73 -1 59|0.4 61|2 0 0 -42 -5
4104 佳醫|生技醫療|6 9 0|100 100 20 21|2.2 26|7 12 0 22 8
4105 東洋|生技醫療|-2 10 -2|92 92 6 11|0.3 75|21 -12 -3 -21 44
4106 雃博|生技醫療|22 23 8|78 94 33 27|0.4 28|4 10 0 -23 -3
4107 邦特|生技醫療|-11 4 -5|90 90 -2 5|1.4 13|24 -36 -10 22 9
4111 濟生|生技醫療|-11 1 -8|93 93 14 20|0.4 10|4 14 0 -43 -29
4113 聯上|建材營造|-66 -89 -9|92 96 10 10|0.8 13|0 -0 0 113 120
4114 健喬|生技醫療|11 27 -7|92 92 38 54|1.2 719|6 -3 -0 3 17
4116 明基醫|生技醫療|8 51 -48|74 82 18 -9|0.4 19|1 4 0 -3 -0
4119 旭富|生技醫療|43 64 36|98 98 10 20|1.0 28|4 13 -1 -6 -1
4121 優盛|生技醫療|-7 1 -9|80 91 19 14|0.3 18|3 12 0 -23 -25
4123 晟德|生技醫療|62 73 4|87 92 9 -3|0.7 37|8 21 0 -9 -1
4126 太醫|生技醫療|12 25 12|94 94 13 11|0.9 9|11 5 0 -12 -20
4128 中天|生技醫療|-13 -4 0|84 84 15 25|1.1 278|6 2 -0 -10 -1
4129 聯合|生技醫療|16 25 0|95 95 54 64|0.6 32|12 9 1 -14 40
4130 健亞|生技醫療|15 -0 -6|79 79 39 28|1.1 66|4 -5 0 11 61
4133 亞諾法|生技醫療|-25 -12 -6|48 82 9 4|0.3 18|16 9 0 -18 -1
4137 麗豐-KY|生技醫療|-54 -42 -18|98 98 44 25|0.5 90|61 6 -1 43 8
4142 國光生|生技醫療|1164 468 -21|91 97 18 8|2.0 80|7 10 0 -8 -30
4147 中裕|生技醫療|86 344 252|96 96 18 29|0.7 42|8 10 -1 3 1
4148 全宇生技-KY|生技醫療|39 35 -38|72 90 16 8|1.1 12|73 2 0 -13 -4
4153 鈺緯|生技醫療|7 48 16|91 91 44 42|0.6 19|2 2 0 -1 38
4155 訊映|生技醫療|0 0 -20|97 97 31 46|1.4 76|8 9 0 52 3
4157 太景*-KY|生技醫療|59 3035 2159|76 81 7 -5|0.6 19|4 -2 0 1 -5
4162 智擎|生技醫療|-1 -11 -22|79 79 11 36|0.5 681|5 -1 -4 -0 22
4163 鐿鈦|生技醫療|47 40 15|100 100 40 44|2.9 75|7 5 -0 26 21
4164 承業醫|生技醫療|-2 -4 -35|100 100 39 33|2.5 79|27 8 3 67 22
4167 松瑞藥|生技醫療|-15 -27 -6|75 75 27 27|0.3 117|12 3 0 -21 -25
4168 醣聯|生技醫療|na na na|73 73 13 21|0.3 23|6 9 0 -8 -15
4171 瑞基|農業科技|-82 -72 -34|40 75 14 -5|0.4 53|18 -3 0 -20 6
4174 浩鼎|生技醫療|na na na|58 89 12 -3|1.1 27|12 9 0 -5 34
4175 杏一|生技醫療|0 5 -5|80 92 6 4|0.6 9|2 6 -2 -16 -46
4190 佐登-KY|生技醫療|0 3 -0|92 92 3 12|0.3 11|65 -1 0 -7 28
4426 利勤|紡織纖維|15 131 -29|79 80 12 -14|0.8 12|7 3 2 -0 -4
4438 廣越|紡織纖維|-12 -1 -58|83 83 -9 4|1.0 17|4 13 -0 -8 12
4503 金雨|電機機械|22 19 -23|98 100 27 27|3.8 13|4 4 0 -3 17
4523 永彰|電機機械|-46 -28 -10|100 100 73 74|1.1 6|2 1 0 4 38
4536 拓凱|運動休閒|30 18 -12|94 94 9 20|1.0 137|21 -9 -5 55 31
4541 晟田|其他|-35 0 -22|86 86 7 3|1.5 13|4 2 0 -12 17
4551 智伸科|汽車工業|-36 -11 -12|85 85 -1 -7|0.5 34|52 10 -13 15 -13
4563 百德|電機機械|-13 -8 -35|96 96 27 33|0.9 8|0 1 0 7 -15
4564 元翎|電機機械|-36 -38 -12|65 78 3 -10|1.9 8|2 7 0 -12 -27
4566 時碩工業|電機機械|-9 6 -11|84 84 -2 -2|0.4 18|2 0 -1 -4 -5
4572 駐龍|電機機械|70 69 9|96 100 22 13|1.9 28|4 9 -2 26 -5
4576 大銀微系統|電機機械|-46 -25 -21|68 84 16 -11|1.8 6|0 -6 0 -3 -2
4583 台灣精銳|電機機械|-38 -6 na|na 93 6 -2|1.7 6|0 -2 0 na na
4721 美琪瑪|化學工業|-43 -32 -65|72 80 8 -13|2.1 55|1 1 -0 -1 -10
4726 永昕|生技醫療|5 24 -0|79 79 16 4|2.0 18|1 7 0 14 -7
4736 泰博|生技醫療|-8 -7 -64|67 83 6 -5|0.8 88|11 -0 0 -11 -1
4739 康普|化學工業|-32 -24 -44|62 75 10 -18|1.7 60|2 1 -2 1 -5
4743 合一|生技醫療|-19 -9 -990|93 93 14 63|1.2 2120|8 3 0 -6 -12
4744 皇將|生技醫療|-33 -29 -14|94 98 36 25|4.1 8|3 3 0 12 18
4746 台耀|生技醫療|-6 7 -13|86 86 37 26|0.7 279|10 -2 1 -6 91
4747 強生製藥|生技醫療|24 31 8|92 92 80 77|3.2 119|2 -0 0 -19 73
4755 三福化|化學工業|-39 -30 -46|59 81 18 -9|0.4 53|30 3 0 -7 2
