# 2025-04 月中(2025-04-11,上月月報甫公佈)全池量化快照(1174 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
6227 茂綸|電子通路|36 44 35|57 57 -3 13|0.4 136|11 3 0 7 -9
6228 全譜|電腦及週|120 144 58|55 89 58 -11|3.7 10|1 1 0 6 -53
6230 尼得科超眾|電腦及週|20 17 26|35 56 -34 -42|2.2 9|89 -2 0 -34 7
6231 系微|資訊服務|19 9 -7|37 37 -41 -57|1.0 156|16 14 -10 -29 -29
6233 旺玖|半導體業|-2 11 -9|43 55 -31 -44|1.7 8|3 -5 0 -28 3
6234 高僑|光電業|-44 -49 -7|61 66 -27 -23|1.1 13|11 -4 0 -25 -1
6235 華孚|電腦及週|6 -7 -2|42 59 -31 -36|1.3 35|5 7 0 -34 -4
6237 驊訊|半導體業|-7 7 -8|53 54 -35 -39|0.3 17|2 11 0 -37 -10
6239 力成|半導體業|-14 -15 -12|57 80 -8 -18|1.3 761|31 -15 4 -34 88
6244 茂迪|光電業|-8 -6 5|49 65 -21 -36|1.6 23|12 3 0 -19 -12
6245 立端|通信網路|3 3 5|66 66 -20 -11|0.3 126|11 3 1 -33 2
6248 沛波|鋼鐵工業|-25 -6 -25|76 80 -9 -20|2.1 6|2 -8 0 6 10
6257 矽格|半導體業|9 13 -5|79 79 -7 -14|0.8 194|23 -6 4 -32 -0
6261 久元|半導體業|7 4 -5|78 83 -1 -12|3.0 32|4 -21 -0 -15 29
6263 普萊德|通信網路|13 9 4|73 79 -9 -21|3.3 7|1 -4 0 -33 -9
6266 泰詠|電子零組|12 3 3|90 90 -1 -1|2.0 10|3 -1 0 -39 -11
6269 台郡|電子零組|-26 -23 -3|51 62 -23 -37|0.9 59|13 -2 -3 -33 -5
6271 同欣電|半導體業|2 -2 -6|59 67 -30 -32|1.4 113|17 -6 -0 -29 13
6274 台燿|電子零組|25 47 -3|69 71 -25 -27|1.2 803|30 4 -1 2 -28
6275 元山|電子零組|17 13 4|53 68 -21 -29|1.3 20|2 -5 0 -26 23
6278 台表科|光電業|8 15 17|65 76 -17 -16|1.2 198|20 3 -0 -33 32
6279 胡連|電子零組|27 25 3|73 73 -19 -25|1.3 116|22 13 -4 -15 -53
6281 全國電|電子通路|2 -1 0|90 91 -6 -8|1.8 10|2 -5 0 -50 63
6282 康舒|電子零組|-9 3 -10|60 68 -20 -28|1.6 65|8 10 0 -25 -20
6283 淳安|其他電子|-17 86 52|60 68 -18 -24|2.1 18|20 6 0 -35 -1
6284 佳邦|電子零組|12 8 -1|64 69 -26 -31|1.3 53|3 6 -1 -24 -13
6285 啟碁|通信網路|8 11 9|70 77 -12 3|0.7 530|19 15 -1 1 -18
6288 聯嘉|汽車工業|-6 7 -16|50 56 -29 -35|1.9 16|2 7 0 -30 -7
6290 良維|電子零組|22 39 22|66 75 -8 -18|1.1 214|4 2 -1 -28 -19
6291 沛亨|半導體業|20 2 22|47 67 -11 -24|0.5 5|0 -1 0 -28 -36
6405 悅城|光電業|-100 -99 -47|42 42 -33 -48|1.0 7|6 11 0 -24 7
6409 旭隼|其他電子|3 12 -13|58 62 -25 -36|1.3 403|69 1 -0 -25 83
6411 晶焱|半導體業|5 2 -4|64 67 -20 -33|3.0 7|4 -4 0 -20 -3
6412 群電|電子零組|10 5 1|56 75 -19 -24|1.2 74|10 -17 1 60 38
6414 樺漢|電腦及週|2 7 -12|71 78 -12 -14|1.6 215|21 -8 3 -44 -6
6415 矽力*-KY|半導體業|4 10 -10|70 71 -1 -29|1.4 729|86 -0 2 -43 24
6416 瑞祺電通|通信網路|12 37 18|52 52 -26 -46|0.7 69|5 1 -2 -48 20
6425 易發|電機機械|-27 -25 -99|47 50 -42 -45|0.9 24|1 -4 0 -19 38
6426 統新|通信網路|30 36 34|52 52 -32 -27|0.5 21|11 2 0 -25 -20
6431 光麗-KY|生技醫療|31 97 22|72 80 12 -17|1.1 5|56 26 0 na na
6435 大中|半導體業|22 31 24|70 70 -11 -16|0.9 27|7 14 0 -23 -7
6438 迅得|其他電子|22 22 23|60 60 -28 -19|0.9 391|11 3 -6 -17 -8
6442 光聖|通信網路|79 162 -17|48 48 -45 -19|0.5 846|35 -1 -0 -14 -8
6443 元晶|光電業|-54 -35 7|42 58 -25 -44|1.2 62|10 -10 0 -15 8
6446 藥華藥|生技醫療|112 98 2|64 64 -20 -23|0.9 613|22 -3 -0 -17 12
6449 鈺邦|電子零組|38 28 7|48 52 -36 -45|0.9 29|2 3 2 -33 3
6451 訊芯-KY|半導體業|153 121 84|48 48 -43 -43|0.3 309|66 3 -0 -23 -10
6456 GIS-KY|光電業|-17 6 6|53 66 -20 -32|0.7 20|50 5 0 -14 -13
6462 神盾|半導體業|13 7 -17|31 42 -45 -55|0.9 117|14 14 0 -35 -8
6469 大樹|生技醫療|12 11 4|63 82 10 -18|1.2 74|8 13 -1 -51 -10
6470 宇智|通信網路|41 63 53|71 71 -19 -17|1.6 11|7 2 0 -21 -0
6472 保瑞|生技醫療|95 75 -0|73 76 -8 -8|1.3 576|10 -8 -4 -11 -2
6477 安集|光電業|19 -19 1|56 65 -22 -25|0.3 43|2 -2 0 -27 27
6485 點序|半導體業|34 56 57|65 69 26 -12|0.5 34|10 4 0 -24 -15
6486 互動|通信網路|-25 8 -17|82 88 -7 -9|2.8 9|5 -3 0 -22 -1
6488 環球晶|半導體業|-4 4 9|52 68 -21 -31|1.0 683|15 -5 -10 -13 17
6491 晶碩|生技醫療|-4 -8 -3|61 75 -17 -25|1.7 73|8 3 -0 -30 -1
6492 生華科|生技醫療|0 0 0|52 60 -23 -36|2.5 6|5 7 0 -36 -2
6499 益安|生技醫療|107 117 42|76 82 2 -12|1.3 8|13 0 0 20 7
6505 台塑化|油電燃氣|2 1 5|46 66 1 -37|0.9 232|5 -9 7 -29 4
6509 聚和|化學工業|9 12 4|64 64 -24 -27|1.4 14|5 -11 0 -27 24
6510 精測|半導體業|54 73 30|59 59 -37 -2|0.7 124|23 0 2 -37 -4
6515 穎崴|半導體業|84 119 23|52 52 -30 -37|0.7 1256|21 1 -9 1 21
6517 保勝光學|光電業|7 8 3|63 63 -9 -15|1.1 516|4 1 0 114 -40
6523 達爾膚|生技醫療|5 -2 -6|78 90 -6 -2|3.2 7|5 -22 0 -36 51
6525 捷敏-KY|半導體業|12 15 5|79 79 -5 -3|0.9 13|12 -3 0 -36 2
6526 達發|半導體業|12 40 -6|59 65 -27 -24|1.4 128|8 10 -18 -31 1
6530 創威|通信網路|16 21 9|49 49 -39 -48|0.4 16|9 19 0 -38 2
6531 愛普*|半導體業|27 32 25|54 64 -28 -28|1.5 141|14 4 0 -20 2
6532 瑞耘|半導體業|17 17 8|67 70 -17 -20|1.8 10|4 4 0 -16 -10
6533 晶心科|半導體業|12 31 -38|59 59 -33 -34|0.7 136|21 2 -1 -31 23
6535 順藥|生技醫療|2251 717 554|40 40 -35 -51|1.0 55|6 13 -1 na na
6538 倉和|電子零組|-20 -20 -15|45 69 -12 -32|1.9 17|3 5 0 -38 -2
6541 泰福-KY|生技醫療|6085 2377 1714|68 68 -11 -16|1.1 13|15 -5 0 -29 0
6546 正基|通信網路|5 17 7|35 38 -40 -61|2.2 99|6 8 -7 -33 -36
6547 高端疫苗|生技醫療|73 104 na|71 72 14 -9|0.6 125|7 8 0 7 -27
6548 長科*|半導體業|22 17 9|77 85 -1 -14|2.6 37|5 -7 0 -27 8
6550 北極星藥業-KY|生技醫療|-19 -59 na|40 55 -34 -42|1.8 20|66 6 0 -48 na
6558 興能高|其他電子|-11 6 4|67 67 15 84|0.1 488|7 1 0 -45 -13
6561 是方|通信網路|11 11 -7|74 74 -15 -17|1.6 28|11 4 1 -17 2
6568 宏觀|半導體業|-11 13 -6|56 56 -21 -26|0.3 16|4 -2 0 -47 -1
6569 醫揚|生技醫療|15 12 21|53 67 -21 -28|1.2 7|3 3 0 -35 -5
6570 維田|電腦及週|-26 -4 1|52 59 -25 -31|0.6 6|2 0 0 -29 -0
6576 逸達|生技醫療|-33 16 na|65 75 -17 -21|1.5 15|23 2 0 na na
6577 勁豐|電腦及週|1 3 12|64 64 -10 -9|0.6 13|2 -1 0 -50 39
6579 研揚|電腦及週|28 12 18|64 79 -6 -19|1.2 21|3 2 0 -16 -4
6581 鋼聯|綠能環保|6 5 -19|87 87 -6 -8|1.8 7|1 -4 0 -20 13
6584 南俊國際|電子零組|23 28 -16|55 65 -26 -28|1.2 38|8 10 0 -26 -10
6585 鼎基|其他|3 8 -7|52 63 -19 -21|0.8 36|16 5 -0 -53 -9
6589 台康生技|生技醫療|53 -4 -23|62 64 -17 -31|1.7 17|7 23 0 -33 -9
6591 動力-KY|電腦及週|63 55 49|67 73 -14 -11|1.0 14|23 -6 1 -20 4
6592 和潤企業|其他|-22 -22 -14|55 71 -14 -30|2.4 31|24 12 1 -25 -3
6596 寬宏藝術|文化創意|-43 116 31|87 87 -0 21|1.4 53|9 -5 0 3 -3
6603 富強鑫|電機機械|-17 34 11|64 73 -12 -23|2.2 5|5 -8 0 -50 0
6605 帝寶|汽車工業|8 3 -6|60 65 -21 -35|1.9 79|16 11 3 -19 3
6606 建德工業|電機機械|1 6 2|78 90 3 -3|1.6 17|1 0 0 -36 -49
6609 瀧澤科|電機機械|2 43 18|39 39 -41 -47|0.7 19|55 16 0 -40 -22
6613 朋億*|其他電子|-26 -1 -7|61 61 -14 -4|1.0 50|8 1 -2 -74 25
6617 共信-KY|生技醫療|19 43 na|na 64 -32 -31|1.4 10|38 -4 0 na na
6625 必應|其他|-30 75 42|59 64 -32 -29|2.1 16|2 6 0 -37 5
6640 均華|半導體業|-62 -25 -122|32 37 -40 -65|0.7 38|4 5 0 na 9
6642 富致|電子零組|13 21 -5|74 74 -17 -17|2.0 6|1 -3 0 -25 -9
6643 M31|半導體業|54 28 26|31 52 -37 -45|0.8 343|14 4 -2 -19 -4
6649 台生材|生技醫療|221 287 -21|78 78 1 -6|1.0 12|3 2 0 -17 24
6651 全宇昕|半導體業|23 39 19|71 71 -11 -23|1.3 36|7 1 0 -47 -18
6654 天正國際|其他電子|144 82 81|98 98 61 53|2.2 6|0 -0 0 117 39
6657 華安|生技醫療|-35 -3 -23|70 70 10 5|0.7 53|8 4 0 -5 na
6658 聯策|其他電子|-8 102 44|49 49 -31 -35|0.5 83|2 -1 0 -34 39
6664 群翊|電子零組|-7 -3 -5|47 51 -31 -50|1.8 35|4 3 0 -35 -0
6667 信紘科|其他電子|96 122 45|69 69 -7 -23|1.1 221|4 3 0 -12 -43
6668 中揚光|光電業|-25 13 8|42 59 -36 -35|1.8 20|13 8 0 -16 -30
6669 緯穎|電腦及週|227 139 49|64 69 -27 9|1.5 2698|32 2 -3 -15 1
6670 復盛應用|運動休閒|42 31 3|85 85 -2 12|1.4 284|37 24 8 -13 53
6672 騰輝電子-KY|電子零組|0 -5 5|67 69 -2 -14|0.3 67|21 5 0 -27 -22
6679 鈺太|半導體業|-8 5 -3|42 52 -37 -42|3.8 55|9 11 -6 -15 -31
6683 雍智科技|半導體業|15 19 -8|53 53 -34 -23|0.4 115|14 6 -4 na -13
6684 安格|半導體業|-0 -12 -3|39 50 -40 -43|1.7 5|2 19 0 -36 -17
6689 伊雲谷|數位雲端|16 18 -10|64 64 -33 -16|0.4 38|8 16 -0 -49 -5
6690 安碁資訊|數位雲端|11 15 -2|63 72 -22 -24|1.4 12|4 -5 0 10 0
6691 洋基工程|其他電子|39 46 27|81 81 -10 32|1.5 191|7 -3 3 -22 51
6692 進能服|綠能環保|157 195 82|66 79 -7 -14|1.1 11|1 2 0 25 4
6693 廣閎科|半導體業|14 29 8|64 65 -30 -33|2.2 15|9 -1 0 2 3
6695 芯鼎|半導體業|26 15 15|50 57 -38 -31|0.8 21|2 15 0 -37 -22
6698 旭暉應材|其他電子|20 -11 8|46 58 -32 -44|1.8 5|3 -2 0 -34 -21
6703 軒郁|生技醫療|-13 -15 -24|50 76 -8 -23|1.6 7|12 3 0 na -23
6706 惠特|光電業|105 140 113|32 32 -49 -66|0.6 120|12 6 -1 -21 -2
6712 長聖|生技醫療|11 9 -8|74 85 -10 -13|1.5 30|2 -5 0 -21 4
6715 嘉基|電子零組|1 -20 -12|55 58 -26 -34|1.8 9|2 7 0 -1 5
6719 力智|半導體業|43 16 -6|50 60 -28 -39|1.1 52|7 4 -2 -33 -4
6720 久昌|半導體業|17 16 na|na na -11 na|0.7 8|1 -1 0 na 9
6728 上洋|居家生活|54 55 14|98 98 19 25|3.1 10|2 13 0 -27 31
6732 昇佳電子|半導體業|22 -5 -4|43 56 -28 -39|2.1 15|4 10 -1 -35 -20
6739 竹陞科技|其他電子|68 109 na|na 57 -4 -3|0.6 32|2 -12 0 na 43
6741 91APP*-KY|數位雲端|6 11 -5|70 70 -11 -17|1.0 28|53 -1 0 -31 5
6742 澤米|光電業|13 6 -28|49 53 -33 -37|0.2 38|2 9 0 -53 -12
6743 安普新|其他電子|-28 13 -61|41 51 -28 -49|1.7 7|5 -7 0 -38 -7
6752 叡揚|資訊服務|34 21 8|80 80 1 9|0.6 30|3 2 0 -21 -20
6753 龍德造船|航運業|-4 10 -5|61 80 -1 -13|2.1 373|2 -0 0 11 34
6756 威鋒電子|半導體業|-8 6 20|41 51 -26 -49|1.5 9|3 3 0 -27 -18
6757 台灣虎航|航運業|1 10 -11|86 86 2 48|1.5 450|7 -4 10 -59 -1
6761 穩得|電子零組|7 14 -3|76 79 -3 -16|1.1 60|4 -2 0 -43 -15
6763 綠界科技*|數位雲端|20 6 1|57 57 -13 25|0.4 51|2 10 0 na -20
6768 志強-KY|運動休閒|40 53 13|60 60 -19 0|0.3 111|71 -8 -3 -31 -10
6770 力積電|半導體業|0 3 -1|49 66 -12 -34|0.7 255|7 -4 0 -25 5
6781 AES-KY|電子零組|56 50 31|58 58 -32 34|0.4 1670|79 5 -1 -37 -26
6782 視陽|生技醫療|43 18 -29|50 62 -17 -40|1.4 52|6 3 -1 -41 8
6785 昱展新藥|生技醫療|na na na|34 65 -10 -34|1.3 11|8 -6 0 -16 9
6788 華景電|半導體業|39 64 -14|56 60 -22 -36|1.6 46|10 -11 0 -29 29
6789 采鈺|半導體業|11 3 -28|50 56 -39 -34|0.7 189|7 6 -0 -56 -1
6790 永豐實|造紙工業|6 6 -0|73 84 3 -12|2.1 6|2 -4 -3 72 3
6791 虎門科技|資訊服務|36 23 8|58 58 -34 15|0.4 9|12 -2 0 na na
6799 來頡|半導體業|21 11 19|58 76 8 -15|1.6 74|4 -2 0 10 20
6803 崑鼎|綠能環保|13 13 -1|93 93 -0 -1|3.6 15|3 -8 0 -24 25
6805 富世達|電子零組|36 33 -1|40 40 -44 -50|0.8 1049|18 -2 -1 -6 12
6806 森崴能源|綠能環保|55 144 46|43 60 -32 -39|1.1 94|5 13 0 -44 -20
6811 宏碁資訊|數位雲端|17 26 6|60 63 -30 -20|0.8 24|3 5 -4 -39 3
6829 千附精密|半導體業|56 38 13|71 71 -5 -7|0.8 783|7 0 -0 84 25
6830 汎銓|其他電子|19 6 2|50 50 -29 -42|0.5 51|2 4 0 -31 -15
6835 圓裕|電子零組|-3 4 -6|66 70 -7 -24|0.7 20|9 4 0 -56 2
6838 台新藥|生技醫療|-100 na na|na 48 -40 -51|1.4 12|2 -1 0 31 176
6841 長佳智能|生技醫療|24 43 -217|54 69 -11 -21|0.9 77|2 0 0 -42 7
6846 綠茵|食品工業|-1 9 2|80 80 -9 -5|2.2 7|0 -0 0 na na
6854 錼創科技-KY創|半導體業|-10 55 -33|52 52 -30 42|1.2 162|38 -2 0 -17 -45
6859 伯特光|光電業|153 127 86|63 63 -26 -2|1.1 32|15 1 1 -39 -47
6862 三集瑞-KY|電子零組|13 26 na|na na -27 na|1.3 8|64 -2 0 na na
6863 永道-KY|通信網路|23 27 -40|52 54 -34 -44|0.5 68|71 1 -7 -38 5
6865 偉康科技|數位雲端|7 -8 -7|84 84 2 42|0.9 6|0 -0 0 na na
6869 雲豹能源|綠能環保|-25 8 27|41 60 -23 -40|0.9 212|3 8 0 -32 -59
6870 騰雲|數位雲端|24 20 -5|60 60 -22 -22|1.0 16|1 2 0 na -44
6873 泓德能源|綠能環保|38 88 -126|66 79 -8 -21|1.3 169|13 -0 -0 -22 18
6877 鏵友益|其他電子|61 61 -124|63 63 -20 3|0.3 221|7 -1 0 -25 1
6885 全福生技|生技醫療|na na na|na na -29 na|1.7 6|3 2 0 na na
6890 來億-KY|運動休閒|47 25 na|na 57 -27 -19|0.4 373|91 -9 9 -12 47
6895 宏碩系統|半導體業|115 50 27|34 45 -50 -46|1.3 6|3 -1 -3 -43 -13
6901 鑽石投資|其他|-286 41 31|47 53 -32 -46|2.1 15|1 11 0 -39 -3
6903 巨漢|其他電子|-50 -48 na|na 66 -24 -33|1.4 8|0 -0 0 -54 6
6906 現觀科|數位雲端|-11 5 -8|62 62 -12 -31|0.9 11|12 -7 1 -26 14
6913 鴻呈|電子零組|26 48 na|na 54 -28 -11|0.4 24|0 -5 0 na 30
6914 阜爾運通|其他|15 18 6|na 86 10 -7|1.3 12|2 1 0 -17 43
6916 華凌|光電業|1 13 7|53 53 -30 -36|0.4 9|1 4 0 -8 -13
6919 康霈*|生技醫療|na na na|na 61 1 15|2.4 550|7 4 -0 na na
6922 宸曜|電腦及週|14 29 -12|60 60 -21 0|0.5 37|3 -0 0 na 28
6928 攸泰科技|電腦及週|8 24 51|na 56 -44 -32|0.3 10|0 -3 0 -44 13
6933 AMAX-KY|電腦及週|62 53 43|37 49 -35 -38|1.4 10|34 10 0 -21 9
6937 天虹|半導體業|-27 3 -51|41 41 -54 -43|0.7 92|3 5 -1 -40 -41
6949 沛爾生醫-創|生技醫療|-22 149 84|66 74 46 44|0.6 14|1 -0 0 na na
6957 裕慶-KY|其他|-45 -12 na|na 67 -23 -27|1.3 32|6 -3 -3 -52 29
6962 奕力-KY|半導體業|-4 -9 na|na na -7 na|0.8 334|50 -9 0 na na
6968 萬達寵物|居家生活|11 11 na|na 77 -0 -22|1.1 5|2 -2 0 6 56
6982 大井泵浦|電機機械|9 20 na|na na -36 na|0.3 6|1 -2 0 na 39
6996 力領科技|半導體業|-6 -8 na|na na -30 na|1.7 11|1 8 0 na na
7402 邑錡|光電業|10 -2 6|62 75 -4 1|0.7 359|6 1 0 -25 -36
7556 意德士科技|半導體業|26 40 9|69 69 -20 -3|0.8 6|3 -5 0 na 130
7712 博盛半導體|半導體業|3 -4 na|na na -56 na|0.8 6|1 7 0 na na
7722 LINEPAY|數位雲端|25 24 na|na na 20 na|0.6 74|60 -2 -5 na na
8011 台通|通信網路|-40 -35 -43|64 65 -17 -28|1.6 23|4 2 0 -22 -4
8016 矽創|半導體業|34 6 1|61 79 -13 -20|1.5 140|28 -17 -1 -12 18
8021 尖點|其他電子|16 21 -9|60 61 -26 -28|1.8 10|10 -9 0 -56 5
8027 鈦昇|電機機械|59 12 -14|45 55 -23 -42|1.0 24|3 7 0 -26 -12
8028 昇陽半導體|半導體業|49 47 23|60 60 -27 -26|0.3 884|22 -6 -1 -31 -5
8032 光菱|電子通路|44 32 9|45 45 -34 -5|0.5 13|2 2 0 -40 -7
8033 雷虎|其他|56 26 -5|67 76 -19 -7|0.3 185|2 0 0 na -68
8039 台虹|電子零組|6 14 -3|51 64 -16 -35|0.9 69|10 -6 0 -51 8
8040 九暘|半導體業|19 20 15|51 62 -31 -39|1.6 12|2 -2 0 -42 22
8042 金山電|電子零組|28 16 7|55 55 -17 -13|0.5 31|4 -0 0 -31 10
8043 蜜望實|電子零組|5 5 4|45 50 -27 -42|1.1 6|2 7 0 -23 -6
8044 網家|數位雲端|-1 -7 2|58 58 -20 14|1.2 31|9 -7 0 -30 15
8045 達運光電|通信網路|9 -32 na|na na 1 na|0.5 46|1 -0 1 na na
8046 南電|電子零組|16 22 27|40 58 -35 -39|1.2 262|4 1 -3 -23 -4
8050 廣積|電腦及週|67 59 46|67 73 -21 -24|1.0 29|6 -7 -0 -27 2
8054 安國|半導體業|12 -4 -16|37 47 -49 -49|0.7 139|5 7 0 -31 -19
8059 凱碩|通信網路|97 240 133|45 45 -38 -40|0.8 7|2 -1 0 -14 na
8064 東捷|光電業|-14 -10 -4|45 45 -39 -45|0.6 36|3 19 0 -42 -18
8068 全達|電子通路|31 12 5|52 64 -25 -35|1.8 12|7 -1 0 -39 -15
8069 元太|光電業|86 52 12|68 68 -19 -29|0.9 778|43 6 -3 -21 8
8070 長華*|電子通路|15 13 4|53 60 -20 -39|1.7 169|11 2 -0 -37 -6
8071 能率網通|電子零組|14 9 8|65 70 -20 -16|0.6 21|2 1 0 -33 17
8072 陞泰|電子通路|14 26 34|100 100 38 24|8.1 24|1 1 0 262 32
8076 伍豐|電腦及週|-20 -29 -11|66 70 -18 -31|1.3 18|5 -1 0 -21 14
8081 致新|半導體業|3 12 6|64 81 -12 -11|1.3 128|26 -3 2 -43 -5
8083 瑞穎|電機機械|-40 -32 -44|81 85 -12 -6|1.3 7|2 -10 0 -11 11
8085 福華|其他電子|23 18 21|20 49 -39 -51|2.1 7|4 5 0 -22 -3
8086 宏捷科|半導體業|-34 -40 -75|44 59 -39 -36|0.8 65|6 -6 -0 -19 4
8088 品安|半導體業|22 7 27|49 65 14 -15|0.3 50|7 0 0 78 -19
8089 康全電訊|通信網路|139 23 -311|36 46 -34 -49|1.2 33|3 7 0 -32 1
8091 翔名|半導體業|-11 -1 -9|64 70 -10 -27|3.5 31|8 -7 1 -57 -23
8096 擎亞|電子通路|96 98 64|69 69 47 22|0.6 1175|25 -0 0 -36 26
8097 常珵|通信網路|3040 527971 394302|72 72 -14 -6|1.1 24|4 -2 0 30 -29
8099 大世科|資訊服務|-7 -2 0|52 68 -23 -25|2.1 9|3 12 0 -9 -9
8103 瀚荃|電子零組|6 20 7|51 67 -18 -33|2.1 34|20 -4 0 -47 -8
8104 錸寶|光電業|107 41 40|52 52 -26 -32|1.0 27|4 2 0 -41 -20
8105 凌巨|光電業|9 3 1|47 63 -25 -35|1.1 11|41 -1 0 -34 -12
8109 博大|電子零組|12 3 19|89 91 -6 -0|3.3 8|2 -12 0 17 5
8110 華東|半導體業|-15 -9 -13|50 66 -17 -33|0.9 22|3 -3 0 -10 -6
8111 立碁|光電業|4 8 1|54 54 -27 -12|0.2 211|11 2 0 -34 -44
8112 至上|電子通路|-28 -14 -46|51 71 -17 -28|1.6 88|10 -7 -2 -34 8
8114 振樺電|電腦及週|203 164 80|66 66 -33 13|0.8 114|27 1 0 -57 6
8121 越峰|電子零組|5 1 -18|37 50 -30 -48|1.2 11|1 -11 0 na na
8131 福懋科|半導體業|-6 -5 -20|65 72 -7 -28|1.7 9|3 -13 -0 9 -31
8147 正淩|電子零組|60 29 6|50 58 -27 -35|0.6 31|14 -4 0 -44 -5
8150 南茂|半導體業|5 2 -1|50 69 -17 -32|2.2 51|31 -12 -0 -39 16
8155 博智|電子零組|70 62 22|65 65 -6 -17|0.7 384|4 0 2 -0 75
8163 達方|電腦及週|14 7 17|49 67 -18 -30|1.3 27|13 -22 -0 -40 -9
8171 天宇|綠能環保|-93 -72 -72|76 76 5 7|1.3 43|3 0 0 -7 9
8176 智捷|通信網路|3 71 27|52 52 -25 -35|1.3 6|2 2 0 na na
8210 勤誠|電腦及週|63 61 18|66 71 -16 -15|0.5 184|12 5 2 -20 -16
8213 志超|電子零組|7 10 12|63 73 -15 -27|3.3 11|17 -0 0 -2 -13
8215 明基材|光電業|3 0 -7|65 65 -25 -30|1.8 6|3 11 -3 -33 -8
8222 寶一|電機機械|44 34 8|99 99 38 39|4.0 443|5 0 0 118 -8
8227 巨有科技|半導體業|95 31 51|42 61 -32 -34|1.3 32|2 10 0 -28 1
8234 新漢|電腦及週|48 42 27|65 65 8 40|0.4 366|9 -2 0 -18 -3
8240 華宏|光電業|12 15 11|60 60 -26 -15|1.1 8|8 5 0 -30 2
8249 菱光|電子零組|33 63 -10|56 56 -29 -37|0.3 80|3 -2 0 -36 48
8255 朋程|電機機械|8 21 -8|51 66 -29 -33|1.8 25|9 -6 -0 -29 12
8261 富鼎|半導體業|29 24 13|67 67 -25 -16|0.9 48|9 -2 -0 -16 6
8271 宇瞻|半導體業|15 6 0|56 78 -6 -21|1.9 11|4 3 0 -30 2
8299 群聯|半導體業|-16 -16 -26|61 73 -13 -7|0.8 1143|34 -1 7 -19 -28
8341 日友|綠能環保|32 26 3|73 74 -11 -19|3.0 12|6 -7 0 -34 -2
8349 恒耀國際|鋼鐵工業|-10 -12 -12|73 74 -14 -26|2.2 15|1 0 0 -25 15
8358 金居|電子零組|20 15 -8|57 70 -26 -28|1.0 71|6 -3 -0 -20 -3
8374 羅昇|電機機械|47 62 21|50 52 -41 -42|0.4 48|4 17 -0 -38 -8
8383 千附|半導體業|57 38 6|69 69 -8 -6|1.0 223|10 -2 0 428 117
8390 金益鼎|綠能環保|13 20 -19|69 69 -7 -22|1.1 60|2 -0 0 -34 -4
8401 白紗科|其他|-2 2 -1|82 82 -8 3|1.1 7|2 -1 0 -52 -11
8404 百和興業-KY|其他|25 42 4|55 55 -30 -33|0.8 28|54 3 -0 -19 0
8415 大國鋼|鋼鐵工業|12 3 6|86 86 0 0|0.6 41|10 0 3 -20 4
8422 可寧衛*|綠能環保|-9 18 -17|95 95 3 -1|3.9 78|13 12 0 33 5
8431 匯鑽科|其他電子|50 54 24|69 69 -20 -17|1.4 46|5 -4 0 -15 -21
8433 弘帆|居家生活|-9 10 6|74 82 -10 -14|3.8 8|1 2 0 21 -40
8436 大江|生技醫療|13 6 9|86 86 12 3|1.2 184|16 11 1 -18 -43
8438 昶昕|綠能環保|23 25 6|52 68 -9 -31|0.7 13|1 -0 0 -34 18
8442 威宏-KY|其他|17 11 5|65 71 -23 -27|1.9 18|59 -0 0 -28 -9
8446 華研|文化創意|-13 -12 -27|82 82 -8 -13|3.0 13|7 -32 0 -39 -4
8454 富邦媒|數位雲端|-1 -2 -3|73 83 -3 -17|1.8 101|15 3 0 -40 -34
8462 柏文|運動休閒|18 19 -0|88 94 14 -2|1.7 22|2 13 0 2 1
8464 億豐|居家生活|14 16 3|69 69 -11 -29|1.8 201|42 -1 1 -59 -22
8466 美吉吉-KY|其他|8 27 -16|40 45 -35 -56|2.5 5|51 3 0 -7 8
8467 波力-KY|運動休閒|8 18 -10|42 42 -50 -43|1.3 35|46 10 -14 -29 -5
8473 山林水|綠能環保|118 61 46|51 67 -19 -33|1.6 23|3 -19 0 -3 -32
8476 台境*|綠能環保|-27 -22 -26|32 35 -16 -63|1.2 7|3 -24 0 -9 113
8478 東哥遊艇|運動休閒|-67 -33 -5|35 47 -30 -52|1.6 27|41 6 0 -29 -15
8482 商億-KY|居家生活|26 14 3|53 53 -26 3|0.7 18|93 14 -4 -66 4
8489 三貝德|其他|-6 -8 -7|83 83 -12 4|1.6 10|7 1 0 36 25
8499 鼎炫-KY|其他電子|28 26 10|81 81 19 19|1.1 22|72 8 0 18 56
8924 大田|運動休閒|-10 -10 -24|65 71 -18 -29|2.5 5|4 1 0 -12 0
8926 台汽電|油電燃氣|1 -3 -64|82 88 -2 -11|3.9 38|7 1 0 -39 -1
8927 北基|油電燃氣|57 27 -41|73 74 -1 -23|1.8 14|1 -0 0 -24 -9
8930 青鋼|鋼鐵工業|-1 -2 -0|78 78 -4 -12|1.2 21|3 1 0 -33 -8
8932 智通*|數位雲端|81 71 -0|50 81 -8 3|2.0 35|28 3 0 4 7
8936 國統|其他|22 19 -5|60 83 10 -14|1.3 158|7 -2 0 -26 17
