# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
8454 富邦媒|數位雲端|5 4 -7|67 67 -16 -23|0.9 373|25 -12 -1 10 42|PB位38 PE位8 殖2.5|益4.1→4.3
8462 柏文|運動休閒|32 28 -41|95 95 -1 19|0.4 10|1 -16 0 9 31|PB位94 PE位na 殖1.0|益4.0→0.4
8464 億豐|居家生活|-17 -19 -8|95 95 -0 10|1.9 153|43 -7 2 -1 10|PB位14 PE位33 殖3.3|益25.4→24.0
8467 波力-KY|運動休閒|-13 -25 -37|86 86 6 9|0.7 5|45 -1 0 41 37|PB位82 PE位22 殖8.0|益20.1→10.6
8476 台境*|綠能環保|107 0 -194|99 99 9 11|1.2 12|4 5 0 -5 23|PB位26 PE位20 殖4.0|益21.3→9.6
8478 東哥遊艇|運動休閒|-22 -1 -19|87 87 15 71|1.2 893|46 0 1 19 25|PB位93 PE位61 殖1.8|益33.5→39.5
8905 裕國|其他|18 52 1|83 83 17 28|0.2 6|2 -7 0 -8 -20|PB位91 PE位42 殖3.5|益6.4→12.7
8916 光隆|其他|-18 -13 -28|87 97 3 6|0.8 25|3 -9 -4 -18 5|PB位92 PE位21 殖6.8|益9.3→7.0
8924 大田|運動休閒|-48 -59 -44|74 74 -12 -15|0.4 18|4 -3 0 2 -1|PB位7 PE位2 殖14.1|益23.1→11.8
8926 台汽電|油電燃氣|21 81 58|95 95 11 65|0.7 186|7 -2 -1 -10 12|PB位92 PE位28 殖3.0|益5.1→6.0
8927 北基|油電燃氣|14 13 -1|99 99 12 40|1.0 38|1 1 0 -14 -4|PB位89 PE位98 殖3.4|益-0.2→0.7
8930 青鋼|鋼鐵工業|17 10 5|93 93 36 44|0.3 11|5 0 0 -12 -10|PB位99 PE位26 殖4.3|益13.1→19.4
8931 大汽電|油電燃氣|2 16 -43|71 71 -21 24|0.4 10|1 -6 0 -4 -0|PB位86 PE位2 殖4.4|益15.3→16.2
8932 智通*|數位雲端|-2 10 28|100 100 21 60|0.8 36|31 0 0 23 -6|PB位100 PE位na 殖0.0|益-3.8→3.2
8933 愛地雅|運動休閒|-52 -21 -26|41 61 -15 -38|0.5 9|1 -14 0 na -27|PB位1 PE位9 殖0.0|益6.4→-5.9
8936 國統|其他|-7 -3 13|91 91 31 58|0.6 251|10 -2 0 56 27|PB位92 PE位19 殖2.8|益21.1→31.5
8938 明安|運動休閒|-47 -44 -50|73 73 -13 -14|0.6 54|8 -9 2 -0 5|PB位23 PE位3 殖11.4|益13.2→9.9
8940 新天地|觀光餐旅|261 202 41|75 75 9 60|0.1 13|9 3 0 na na|PB位91 PE位49 殖0.0|益3.6→16.9
8942 森鉅|其他|1 5 6|99 99 18 29|1.2 17|23 -5 0 -32 24|PB位48 PE位53 殖6.4|益18.1→28.6
8996 高力|電機機械|93 102 32|81 81 71 60|0.2 313|18 1 1 -10 -9|PB位97 PE位92 殖0.4|益12.2→17.0
9802 鈺齊-KY|運動休閒|-52 -20 -46|62 88 3 -9|0.5 157|38 -2 -8 3 0|PB位10 PE位5 殖5.8|益15.9→13.4
9904 寶成|運動休閒|-16 -7 -20|95 95 3 -2|0.6 172|48 8 -18 -2 -20|PB位62 PE位63 殖4.1|益4.0→3.2
9906 欣巴巴|建材營造|152 152 -251006|84 84 9 13|0.8 8|1 -2 0 -1 38|PB位48 PE位63 殖8.4|益19.4→12.2
9907 統一實|其他|-17 -18 -6|91 91 -8 6|0.5 45|17 -19 1 1 -7|PB位71 PE位36 殖8.4|益6.9→4.5
9910 豐泰|運動休閒|-14 -16 -46|100 100 10 9|1.4 357|16 -22 9 255 58|PB位33 PE位34 殖4.1|益11.8→4.8
9911 櫻花|居家生活|-8 -5 -6|98 98 3 6|0.6 8|17 -25 -4 3 10|PB位7 PE位89 殖5.9|益13.5→13.3
9914 美利達|運動休閒|-28 -15 -35|94 97 28 19|1.2 213|39 2 -1 -23 6|PB位26 PE位82 殖3.2|益9.3→11.5
9917 中保科|其他|13 13 2|94 94 4 13|0.7 43|42 14 -1 10 -17|PB位43 PE位93 殖4.6|益16.0→16.6
9919 康那香|其他|-2 7 14|98 98 8 11|0.7 87|7 3 -0 -5 19|PB位48 PE位na 殖0.8|益-8.8→-11.2
9921 巨大|運動休閒|-14 1 -6|91 95 26 13|0.4 258|45 -7 9 3 -32|PB位16 PE位50 殖3.4|益8.6→8.4
9925 新保|其他|20 6 4|100 100 2 6|1.6 11|18 -4 0 0 11|PB位33 PE位75 殖5.0|益12.8→12.8
9927 泰銘|其他|1 -8 1|100 100 31 53|8.0 13|12 -1 0 318 20|PB位99 PE位74 殖6.8|益8.3→10.1
9930 中聯資源|綠能環保|4 7 1|98 98 7 16|0.4 8|2 -13 0 -50 -41|PB位96 PE位89 殖4.8|益8.0→7.9
9933 中鼎|其他|6 7 -10|85 92 -1 -3|0.7 54|13 -15 -0 6 10|PB位67 PE位35 殖4.7|益3.7→3.6
9938 百和|其他|-30 -44 -25|85 90 3 0|1.8 73|19 -32 -2 2 58|PB位18 PE位76 殖4.3|益16.7→9.1
9939 宏全|其他|9 10 -5|98 98 9 22|0.8 125|25 11 1 -7 -26|PB位98 PE位98 殖4.6|益11.3→9.9
9940 信義|其他|13 8 21|95 99 4 9|1.3 6|5 1 -6 -59 -3|PB位13 PE位73 殖4.1|益11.5→14.5
9941 裕融|其他|16 16 -1|98 98 14 26|1.2 243|7 -0 1 14 -12|PB位52 PE位79 殖3.4|益24.3→23.6
9942 茂順|其他|26 38 17|89 89 -4 27|0.9 73|7 -12 0 1 -11|PB位89 PE位59 殖4.1|益20.0→26.1
9943 好樂迪|觀光餐旅|45 79 -1054|88 88 37 45|0.2 39|3 -5 0 -6 3|PB位96 PE位61 殖3.7|益13.3→28.8
9944 新麗|其他|-24 -20 -12|93 93 8 8|0.5 6|2 3 0 18 42|PB位2 PE位39 殖5.0|益3.8→4.0
9945 潤泰新|其他|-42 3 -10|76 79 0 -21|0.8 168|13 -6 0 -11 -7|PB位56 PE位97 殖0.0|益15.6→16.3
9951 皇田|電機機械|16 20 2|100 100 13 17|1.9 20|9 8 5 75 18|PB位48 PE位71 殖4.1|益8.5→9.2
9955 佳龍|綠能環保|-21 21 35|84 84 -16 13|1.6 8|1 -1 0 -2 2|PB位90 PE位na 殖0.0|益-8.6→-11.1
9958 世紀鋼|鋼鐵工業|151 85 61|94 94 37 48|1.0 1539|16 1 -0 22 -11|PB位92 PE位99 殖0.3|益1.0→2.7
9962 有益|鋼鐵工業|-35 -2 -18|83 83 -6 3|0.4 5|3 -25 0 10 26|PB位70 PE位20 殖9.8|益7.1→6.0
