# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
2323 中環|光電業|-4 -5 9|86 86 62 61|0.5 410|13 5 0 -33 -41|PB位94 PE位na 殖0.0|益-6.9→-7.3
2324 仁寶|電腦及週|-33 2 18|88 88 25 38|0.7 1168|46 -5 -1 163 17|PB位98 PE位98 殖4.0|益0.9→1.1
2327 國巨*|電子零組|-18 -15 -12|82 82 -7 -13|1.0 1129|46 -13 -1 -0 14|PB位9 PE位31 殖2.2|益23.9→18.9
2328 廣宇|電子零組|10 0 -0|91 91 10 5|0.6 280|16 3 0 10 15|PB位49 PE位20 殖3.4|益6.9→7.3
2329 華泰|半導體業|2 -7 2|95 95 142 136|4.2 1567|10 -2 -0 81 284|PB位100 PE位79 殖1.9|益9.2→3.1
2330 台積電|半導體業|-11 -10 -32|96 96 14 6|0.7 11029|73 -5 -2 -3 40|PB位21 PE位19 殖1.9|益49.5→45.5
2331 精英|電腦及週|-40 -40 -8|87 87 12 37|0.4 181|15 5 0 -9 -5|PB位89 PE位34 殖2.8|益1.1→-1.0
2332 友訊|通信網路|-6 0 -6|88 88 13 29|0.4 120|14 0 -0 14 44|PB位58 PE位45 殖1.1|益3.2→3.7
2337 旺宏|半導體業|-45 -34 -1|90 90 3 -10|0.9 206|19 -15 5 4 2|PB位16 PE位100 殖5.7|益21.5→-6.2
2338 光罩|半導體業|-10 -9 -16|79 79 -4 -16|1.4 211|8 -7 -4 1 19|PB位34 PE位2 殖3.4|益16.1→12.2
2340 台亞|半導體業|-21 -24 10|94 94 53 41|1.2 1018|12 -1 0 4 19|PB位92 PE位99 殖1.9|益8.5→-4.6
2342 茂矽|半導體業|-32 -35 -20|84 84 -1 -4|0.6 34|3 3 -0 2 -16|PB位38 PE位56 殖5.0|益16.7→-9.6
2344 華邦電|半導體業|-22 -29 -3|100 100 19 24|1.4 705|25 9 -0 -13 -7|PB位50 PE位57 殖3.4|益17.5→-6.3
2345 智邦|通信網路|6 8 -18|97 97 37 54|1.1 1176|68 -9 3 4 -12|PB位44 PE位34 殖1.9|益12.5→13.1
2347 聯強|電子通路|-9 -8 -3|95 95 0 2|0.8 199|29 18 -16 -12 -27|PB位22 PE位37 殖5.9|益2.2→2.3
2348 海悅|其他|68 17 32|88 96 4 2|0.6 6|1 -2 0 12 -47|PB位4 PE位93 殖7.7|益31.4→5.0
2351 順德|半導體業|-5 -8 -5|77 77 -12 -14|0.8 194|16 -8 -7 7 6|PB位29 PE位14 殖3.0|益10.0→11.5
2352 佳世達|電腦及週|-20 -17 -7|84 84 47 75|1.1 1138|15 -3 3 57 81|PB位98 PE位66 殖4.1|益2.4→2.7
2353 宏碁|電腦及週|-15 -20 6|86 86 28 45|0.8 1164|34 4 -4 97 -5|PB位96 PE位99 殖4.3|益2.5→0.5
2354 鴻準|其他電子|8 -13 -2|94 94 7 2|1.7 202|18 -2 -0 25 -8|PB位63 PE位77 殖2.9|益3.2→1.4
2355 敬鵬|電子零組|-18 -7 0|95 95 9 14|2.2 94|20 3 0 70 -18|PB位72 PE位13 殖2.5|益1.5→1.1
2356 英業達|電腦及週|-8 -3 2|89 89 106 160|0.5 3579|26 2 -0 5 15|PB位99 PE位99 殖2.3|益1.2→1.1
2357 華碩|電腦及週|-13 -8 2|96 96 35 40|3.4 845|52 13 -1 838 -13|PB位80 PE位100 殖4.0|益2.4→-2.8
2359 所羅門|其他電子|-17 -23 -19|90 90 18 50|2.4 440|6 -0 0 32 32|PB位99 PE位33 殖3.8|益5.0→0.1
2360 致茂|其他電子|-15 -10 -32|98 98 53 52|1.3 976|68 -4 4 18 16|PB位100 PE位66 殖2.8|益22.8→27.1
2362 藍天|電腦及週|-25 82 78|93 93 15 12|0.7 37|6 -5 -0 -16 -7|PB位84 PE位74 殖4.5|益8.6→7.1
2363 矽統|半導體業|-46 -37 -10|100 100 24 17|5.6 57|5 -2 0 97 101|PB位52 PE位57 殖4.9|益-254.6→-296.4
2364 倫飛|電腦及週|-10 17 -3|57 75 -17 -22|0.5 13|16 1 0 9 0|PB位65 PE位38 殖2.9|益2.3→5.7
2365 昆盈|電腦及週|-36 -26 2|94 94 9 12|0.7 9|8 -0 0 4 -6|PB位72 PE位79 殖1.8|益1.1→-0.1
2367 燿華|電子零組|-10 -7 -22|74 91 -2 -5|0.8 49|8 -10 0 1 13|PB位39 PE位77 殖1.7|益1.8→-9.3
2368 金像電|電子零組|-21 -17 -19|88 88 68 83|0.8 2647|23 -1 -1 -6 -13|PB位98 PE位96 殖2.1|益18.4→11.7
2369 菱生|半導體業|-4 -12 16|94 94 32 24|3.5 64|14 -4 0 -4 15|PB位61 PE位na 殖1.6|益0.6→-8.6
2371 大同|電機機械|105 94 43|88 88 49 45|0.6 1911|16 1 0 -4 45|PB位91 PE位36 殖0.0|益0.9→4.9
2373 震旦行|其他電子|-32 21 16|94 99 0 3|0.5 6|1 -10 0 -48 -44|PB位36 PE位22 殖6.2|益9.7→6.0
2374 佳能|光電業|-31 -25 -29|77 90 -3 -6|0.8 24|5 -10 0 6 20|PB位42 PE位75 殖2.3|益-0.4→-6.4
2375 凱美|電子零組|-27 -20 5|79 79 -9 -1|0.7 19|5 -3 1 -5 -4|PB位16 PE位72 殖2.4|益5.1→0.3
2376 技嘉|電腦及週|18 17 22|90 90 133 170|1.1 9181|28 -3 1 9 127|PB位99 PE位99 殖1.9|益5.4→4.6
2377 微星|電腦及週|-13 -14 6|90 90 34 43|1.3 1048|40 6 4 20 18|PB位82 PE位99 殖3.5|益5.9→6.4
2379 瑞昱|半導體業|-7 -14 3|100 100 18 25|1.4 966|47 -14 11 -13 13|PB位36 PE位49 殖6.2|益14.1→7.2
2380 虹光|電腦及週|-19 -18 -13|73 92 3 -7|0.7 10|1 0 0 na na|PB位55 PE位na 殖0.0|益-2.1→-24.6
2382 廣達|電腦及週|-27 -5 -12|90 90 165 232|1.8 22566|26 -1 1 70 48|PB位99 PE位99 殖2.5|益2.4→3.0
2383 台光電|電子零組|-6 -8 5|97 97 137 116|1.7 3245|32 -8 8 11 -24|PB位100 PE位100 殖2.1|益16.1→10.5
2385 群光|電子零組|-16 -11 -4|97 97 15 28|1.9 232|34 1 10 105 -11|PB位81 PE位68 殖7.2|益9.0→7.9
2387 精元|電腦及週|-12 24 21|97 97 1 17|0.6 47|11 0 -1 29 2|PB位30 PE位41 殖8.3|益6.6→3.9
2388 威盛|半導體業|75 39 16|80 80 63 58|0.7 1133|16 10 -0 -31 -53|PB位76 PE位na 殖0.1|益0.0→-9.5
2390 云辰|其他電子|25 18 7|79 96 4 -1|1.0 8|3 4 0 -7 -9|PB位35 PE位na 殖0.0|益-7.1→0.6
2392 正崴|電子零組|-22 -21 -24|93 93 -2 3|1.6 111|12 -13 1 -12 32|PB位39 PE位93 殖5.7|益3.8→1.0
2393 億光|光電業|-19 -13 8|94 94 28 35|1.0 112|32 8 0 -21 70|PB位77 PE位95 殖4.9|益7.4→12.1
2395 研華|電腦及週|-12 3 -7|97 97 17 26|0.9 456|43 -6 -0 -53 -9|PB位35 PE位18 殖2.8|益18.2→20.1
2397 友通|電腦及週|-0 -2 -4|91 91 19 33|0.6 16|23 7 0 -2 12|PB位96 PE位47 殖5.2|益4.5→5.2
2399 映泰|電腦及週|1 10 20|89 89 63 70|0.6 220|7 1 0 12 15|PB位85 PE位97 殖0.0|益0.1→0.2
2401 凌陽|半導體業|-23 -28 9|98 98 28 24|2.0 178|11 -2 0 13 -2|PB位60 PE位na 殖2.0|益4.3→-7.4
2402 毅嘉|電子零組|22 23 -1|98 98 33 98|1.1 444|10 -3 -0 1 5|PB位100 PE位67 殖2.7|益4.8→2.5
2404 漢唐|其他電子|27 88 -44|100 100 7 13|1.1 322|30 17 -5 -7 -33|PB位73 PE位8 殖6.8|益11.3→9.5
2405 輔信|電腦及週|-25 -20 -7|91 91 23 27|3.3 140|6 -1 0 -2 16|PB位90 PE位89 殖1.3|益0.4→-1.4
2406 國碩|光電業|-69 -57 -22|73 80 -12 -16|0.7 21|5 -2 0 -13 10|PB位7 PE位na 殖0.0|益-6.7→-22.4
2408 南亞科|半導體業|-53 -61 1|93 93 10 22|1.2 655|17 1 -6 24 -5|PB位58 PE位89 殖3.0|益19.3→-44.9
2409 友達|光電業|11 1 33|98 98 21 25|2.7 843|26 9 0 -15 -29|PB位83 PE位na 殖3.8|益-9.7→-21.8
2412 中華電|通信網路|7 2 -1|95 95 -4 8|0.6 742|17 -1 -9 -10 -11|PB位29 PE位16 殖4.0|益21.6→22.5
2413 環科|電子零組|4 -4 -35|79 79 -12 14|0.7 56|2 0 0 -2 -6|PB位79 PE位10 殖1.5|益5.3→1.6
2414 精技|電子通路|-14 -0 -4|100 100 7 17|1.0 7|5 0 0 62 -3|PB位62 PE位56 殖7.2|益2.8→2.3
2415 錩新|電子零組|16 -11 -5|87 87 14 15|1.0 19|1 -2 0 24 133|PB位49 PE位na 殖2.4|益6.1→6.0
2417 圓剛|電腦及週|-25 -22 -4|83 83 -7 -10|0.4 5|1 -14 0 -2 26|PB位9 PE位na 殖1.0|益1.9→-10.5
2419 仲琦|通信網路|-43 0 -31|84 84 71 70|1.2 1228|3 -0 0 22 58|PB位98 PE位86 殖3.5|益6.5→3.6
2420 新巨|電子零組|-22 -27 -14|98 98 15 25|3.4 38|5 -2 0 64 94|PB位95 PE位63 殖6.8|益26.4→23.7
2421 建準|電子零組|-29 -1 -4|90 90 116 206|0.9 2629|27 -2 1 62 66|PB位99 PE位95 殖2.0|益8.0→11.3
2423 固緯|其他電子|-19 9 2|90 90 3 28|0.5 13|4 -8 0 11 83|PB位93 PE位31 殖5.8|益15.6→15.3
2425 承啟|電腦及週|-16 -9 5|91 91 85 80|1.8 511|13 0 0 8 79|PB位99 PE位41 殖1.5|益5.1→2.7
2426 鼎元|光電業|-3 -11 14|93 93 9 12|5.0 14|9 -0 0 22 -10|PB位58 PE位na 殖0.0|益1.5→-12.7
2427 三商電|資訊服務|-43 -23 -20|84 84 81 124|0.6 178|3 -1 -0 -18 20|PB位97 PE位97 殖1.3|益6.4→11.5
2428 興勤|電子零組|-6 -4 -2|100 100 12 17|1.9 79|17 -1 0 38 25|PB位59 PE位90 殖3.1|益18.8→22.9
2430 燦坤|電子通路|-8 -14 -4|91 91 2 1|1.1 5|5 1 0 0 -21|PB位55 PE位33 殖9.3|益3.3→2.6
2436 偉詮電|半導體業|22 7 33|96 96 27 25|0.9 308|7 -0 0 6 2|PB位64 PE位99 殖2.0|益8.4→-8.4
2438 翔耀|光電業|-41 -43 10|84 84 -10 59|1.8 6|1 -2 0 na na|PB位90 PE位na 殖0.0|益-15.1→-45.8
2439 美律|通信網路|-13 6 -6|92 92 6 10|0.7 65|15 -8 0 -15 50|PB位44 PE位36 殖5.0|益3.0→0.9
2441 超豐|半導體業|-24 -25 9|98 98 14 14|1.5 79|13 5 -1 -12 -11|PB位40 PE位100 殖6.1|益22.8→14.1
2442 新美齊|建材營造|214 241 194|91 91 13 38|0.3 15|3 -4 0 -8 -7|PB位98 PE位88 殖0.9|益-1.7→-94.6
2444 兆勁|通信網路|32 3 -3|65 74 -16 -28|1.0 10|0 -0 0 na na|PB位27 PE位24 殖0.0|益6.5→3.2
2449 京元電子|半導體業|-13 -18 -8|94 94 40 65|1.0 1232|41 2 3 32 12|PB位98 PE位64 殖5.7|益24.9→21.1
2450 神腦|通信網路|5 1 2|99 99 6 19|0.6 5|3 -4 0 32 4|PB位94 PE位31 殖6.2|益1.1→1.5
2451 創見|半導體業|-13 -18 2|96 96 8 13|0.5 39|11 1 -1 -39 -15|PB位92 PE位60 殖7.8|益12.4→9.7
2453 凌群|資訊服務|2 15 10|82 82 -3 151|1.5 211|5 -4 -0 3 58|PB位88 PE位88 殖3.5|益4.4→8.2
2454 聯發科|半導體業|-25 -37 -17|100 100 17 6|1.4 3634|57 -4 0 3 -9|PB位53 PE位35 殖10.7|益23.1→15.0
2455 全新|通信網路|-15 -19 21|95 95 30 47|1.7 742|33 2 -2 -3 -6|PB位95 PE位100 殖1.8|益22.3→5.5
2457 飛宏|電子零組|-18 -4 -8|78 78 -7 64|0.4 1021|9 -0 -1 -12 2|PB位89 PE位1 殖0.0|益0.1→2.9
2458 義隆|半導體業|-31 -26 14|97 97 20 10|1.5 337|22 -6 -0 22 136|PB位44 PE位98 殖5.3|益21.4→8.8
2459 敦吉|其他電子|-9 -5 -14|99 99 8 15|1.1 6|18 -0 0 -1 0|PB位60 PE位58 殖6.6|益13.1→6.4
2460 建通|電子零組|-26 -30 6|91 91 2 29|0.4 20|1 -4 0 5 56|PB位59 PE位na 殖0.0|益-8.3→-9.6
2461 光群雷|其他電子|-6 -17 -9|99 99 23 47|1.5 86|9 2 0 -8 34|PB位99 PE位94 殖6.7|益-0.3→2.6
2462 良得電|電子零組|-40 -32 -15|91 91 1 12|2.1 38|4 -2 0 11 7|PB位81 PE位26 殖1.8|益0.4→4.7
2464 盟立|其他電子|-27 -25 -20|99 99 7 5|2.9 17|4 -8 0 145 108|PB位48 PE位100 殖4.6|益3.3→1.8
2465 麗臺|電腦及週|-24 -25 11|82 85 0 -16|1.0 21|2 1 0 -17 -33|PB位76 PE位na 殖0.0|益-2.9→-8.0
2467 志聖|電子零組|-48 -45 -29|95 95 11 17|1.7 11|6 -6 0 30 18|PB位66 PE位43 殖7.3|益13.6→12.9
2468 華經|資訊服務|-12 47 29|70 70 17 2|0.8 74|3 -4 0 -27 47|PB位95 PE位89 殖1.9|益2.8→2.6
2471 資通|資訊服務|6 3 6|85 85 -12 103|1.6 51|2 -0 -0 7 -3|PB位91 PE位92 殖5.1|益12.4→2.1
2472 立隆電|電子零組|-17 -20 -7|84 84 -7 3|0.8 18|3 -16 0 -1 1|PB位18 PE位30 殖5.8|益19.1→14.4
2474 可成|其他電子|-4 41 51|95 95 1 -0|0.8 274|43 -22 17 8 -18|PB位15 PE位63 殖5.7|益17.9→-0.4
2476 鉅祥|電子零組|-14 -9 -7|84 86 -6 3|1.0 33|2 -2 -1 8 2|PB位48 PE位34 殖4.6|益15.3→11.3
2478 大毅|電子零組|-9 -12 10|92 92 -3 2|0.6 8|5 -8 0 -38 -5|PB位18 PE位60 殖4.4|益11.1→10.5
2480 敦陽科|資訊服務|8 16 10|94 94 16 49|2.4 82|6 -1 0 117 53|PB位94 PE位96 殖5.2|益11.9→13.9
2481 強茂|半導體業|3 2 14|95 95 15 12|0.8 531|11 -0 0 19 -19|PB位49 PE位84 殖4.1|益12.3→5.3
2482 連宇|其他電子|43 28 -109|79 79 -8 59|0.2 214|1 -3 -0 -17 11|PB位87 PE位42 殖2.6|益16.0→23.6
2484 希華|電子零組|-30 -37 -16|83 87 -3 -5|0.6 25|5 -8 0 -5 2|PB位37 PE位21 殖6.3|益24.5→17.2
2485 兆赫|通信網路|-5 12 -1|94 94 10 16|1.9 47|8 -5 0 11 211|PB位92 PE位89 殖0.0|益-3.9→-9.3
2486 一詮|光電業|-10 -16 4|89 89 63 91|0.7 385|6 -0 0 7 27|PB位72 PE位85 殖0.9|益-0.0→1.9
2488 漢平|其他電子|-10 -27 -29|100 100 12 18|1.2 7|4 9 0 48 1|PB位75 PE位24 殖7.2|益10.1→6.4
2489 瑞軒|光電業|-31 -11 18|91 91 12 36|0.5 47|13 4 0 -4 7|PB位74 PE位81 殖0.0|益-1.2→-0.3
2492 華新科|電子零組|-9 -16 3|88 88 -5 -4|0.8 207|14 5 -0 -1 -25|PB位18 PE位93 殖2.5|益5.8→1.4
2493 揚博|電子零組|-28 -9 -11|96 96 26 40|0.5 22|6 -7 0 1 16|PB位96 PE位30 殖6.3|益21.9→26.7
2495 普安|電腦及週|-4 -8 -38|88 88 -5 36|0.7 75|21 8 0 -11 -37|PB位90 PE位49 殖2.5|益15.1→19.0
2497 怡利電|汽車工業|4 22 -4|76 85 -3 -12|0.4 62|1 2 -1 1 -10|PB位46 PE位13 殖1.0|益8.7→6.0
2498 宏達電|通信網路|-2 20 26|81 81 -3 -17|0.9 482|11 -6 -0 2 18|PB位67 PE位na 殖0.0|益-99.9→-99.0
2501 國建|建材營造|177 63 -59|93 93 -2 -0|1.0 15|7 -9 0 -12 40|PB位5 PE位1 殖3.2|益8.8→10.2
2504 國產|建材營造|-7 -1 -4|95 95 -2 10|0.4 42|14 -21 -2 8 -1|PB位21 PE位49 殖7.6|益15.7→18.2
2505 國揚|建材營造|-92 -97 -64|96 98 7 5|1.9 6|6 -1 0 -12 18|PB位29 PE位98 殖0.0|益7.1→5.5
2511 太子|建材營造|-39 -41 -5|97 97 -2 6|1.2 5|9 -3 0 5 1|PB位20 PE位50 殖4.3|益15.4→7.8
2515 中工|建材營造|63 72 55|91 91 1 25|0.3 102|15 -10 0 -11 67|PB位76 PE位90 殖5.2|益5.1→3.8
2520 冠德|建材營造|-13 -8 -20|100 100 11 13|3.5 41|16 2 0 160 -14|PB位30 PE位84 殖5.7|益18.7→17.8
2528 皇普|建材營造|383975 127995 95936|95 95 13 65|0.4 5|1 5 0 -16 -4|PB位72 PE位60 殖1.9|益17.9→22.8
2530 華建|建材營造|67 -44 -16845|98 98 13 43|0.9 15|2 -2 2 15 9|PB位100 PE位53 殖1.6|益20.0→-438.2
2534 宏盛|建材營造|-74 -60 -102|85 90 -3 -3|0.7 46|7 -4 -0 -10 20|PB位1 PE位1 殖8.7|益31.2→32.0
2535 達欣工|建材營造|-31 -18 -18|95 95 -1 13|1.1 17|7 2 0 -19 -22|PB位55 PE位72 殖7.8|益10.4→5.4
2536 宏普|建材營造|77 95 54|99 99 9 18|1.1 8|10 -8 0 13 10|PB位100 PE位na 殖1.9|益43.6→6.6
2538 基泰|建材營造|-69 -60 -68|88 95 0 -2|0.6 6|12 -28 0 -2 5|PB位40 PE位8 殖4.1|益26.4→-44.3
2539 櫻花建|建材營造|na na na|100 100 31 48|1.3 21|1 8 0 28 -38|PB位100 PE位50 殖3.6|益30.8→32.4
2540 愛山林|建材營造|175 111 83|96 100 23 18|1.0 39|1 10 0 1 -0|PB位87 PE位100 殖4.3|益15.1→17.4
2542 興富發|建材營造|508 465 333|95 98 -1 3|0.6 90|10 6 -0 28 -6|PB位34 PE位67 殖3.5|益21.2→24.8
2545 皇翔|建材營造|-65 -67 -32|94 94 -5 7|0.4 11|3 -12 2 -5 27|PB位17 PE位84 殖11.5|益28.5→12.6
2546 根基|建材營造|10 35 -21|99 99 10 41|2.0 10|4 -8 1 31 -36|PB位91 PE位50 殖6.3|益9.0→6.1
2548 華固|建材營造|-100 -80 -53|98 98 1 10|0.4 30|18 13 -4 -24 -1|PB位4 PE位34 殖8.3|益25.1→31.6
2597 潤弘|建材營造|-21 -8 -16|87 87 -6 -10|0.8 13|1 -13 0 -20 54|PB位33 PE位14 殖9.7|益9.9→6.8
2603 長榮|航運業|-63 -61 -28|79 98 27 23|0.8 3637|26 2 -1 -4 -12|PB位3 PE位14 殖66.3|益59.8→16.7
2605 新興|航運業|-2 11 8|73 73 -9 -3|1.5 50|35 -23 0 0 36|PB位26 PE位45 殖2.6|益11.3→3.2
2606 裕民|航運業|-9 -3 5|75 75 -11 -9|1.3 168|7 -9 -6 11 20|PB位18 PE位26 殖6.9|益30.6→10.7
2607 榮運|航運業|-19 -15 -56|85 99 10 9|1.3 63|14 1 0 -2 -10|PB位47 PE位20 殖4.4|益18.2→15.4
2608 嘉里大榮|航運業|-7 -9 -2|87 95 -2 -4|1.0 9|5 -17 0 -13 25|PB位1 PE位42 殖4.6|益13.2→13.6
2609 陽明|航運業|-68 -68 -25|71 86 7 4|0.7 2018|12 -3 -0 11 16|PB位2 PE位28 殖42.7|益58.7→4.0
2610 華航|航運業|42 28 19|93 93 37 30|0.5 1950|14 2 0 -16 20|PB位82 PE位80 殖1.8|益1.7→4.3
2611 志信|航運業|-18 -22 7|69 83 -2 -6|0.3 6|1 -1 0 -4 6|PB位30 PE位na 殖0.0|益-2.2→-17.7
2612 中航|航運業|-22 -19 -18|100 100 20 18|5.5 14|2 -3 0 51 20|PB位61 PE位45 殖4.9|益21.1→10.6
2614 東森|其他|-1 -1 -2|58 69 -14 -30|0.7 23|2 5 1 -17 -35|PB位52 PE位na 殖0.0|益3.5→-3.3
2615 萬海|航運業|-68 -67 -21|52 69 -6 -29|0.6 369|41 -0 -1 -2 10|PB位2 PE位33 殖9.8|益45.5→-12.5
2616 山隆|油電燃氣|-16 -17 -5|95 99 -0 5|1.6 6|3 -3 0 19 -25|PB位39 PE位100 殖4.9|益0.6→0.7
2617 台航|航運業|-7 3 -10|87 87 -1 9|1.0 43|3 -19 0 -28 71|PB位30 PE位19 殖8.0|益29.3→27.6
2618 長榮航|航運業|59 46 10|92 92 41 30|0.4 3434|31 5 -2 -28 -4|PB位96 PE位69 殖2.1|益7.1→14.1
2630 亞航|航運業|-1 33 11|72 72 46 196|0.3 191|1 -2 0 na 72|PB位95 PE位90 殖0.8|益0.9→0.9
2633 台灣高鐵|航運業|89 89 17|93 93 -0 6|0.5 98|11 -26 2 8 -10|PB位37 PE位35 殖2.2|益26.7→42.9
2634 漢翔|航運業|0 33 -11|86 86 -1 62|0.4 804|7 -2 -2 -14 -23|PB位92 PE位27 殖2.0|益5.0→6.5
2636 台驊控股|航運業|-54 -57 1|94 94 1 16|0.5 39|15 -7 0 -33 1|PB位29 PE位44 殖14.0|益9.0→8.5
2637 慧洋-KY|航運業|-41 -38 -21|75 75 -14 -15|1.3 169|9 13 -18 2 -15|PB位21 PE位22 殖13.8|益46.0→9.7
2640 大車隊|數位雲端|19 21 -1|83 83 -11 33|0.4 8|8 -10 -5 -1 30|PB位92 PE位72 殖4.3|益19.4→20.2
2641 正德|航運業|-29 -15 -1|81 81 -11 -1|1.0 16|1 -1 0 3 -8|PB位13 PE位7 殖9.0|益43.2→35.2
2645 長榮航太|航運業|44 23 -1|na na 5 na|1.4 286|2 0 0 na 10500|PB位53 PE位62 殖3.8|益11.8→10.8
2701 萬企|觀光餐旅|23 34 16|86 86 2 7|0.2 13|1 3 2 -49 -7|PB位78 PE位25 殖1.9|益46.8→55.0
2702 華園|觀光餐旅|-12 5 -34|79 79 -1 3|0.3 15|37 0 0 -12 10|PB位21 PE位84 殖3.0|益3.8→-1.5
2704 國賓|觀光餐旅|7 15 0|94 94 25 60|0.1 12|11 -17 0 -30 50|PB位97 PE位14 殖1.0|益-50.8→1.6
2705 六福|觀光餐旅|123 160 43|75 75 7 16|0.2 70|5 5 0 -4 11|PB位60 PE位na 殖0.0|益-11.8→-0.8
2706 第一店|觀光餐旅|47 49 13|82 82 5 12|0.1 17|3 8 0 -14 -12|PB位88 PE位27 殖2.2|益68.6→71.4
2707 晶華|觀光餐旅|58 55 18|80 80 -12 2|0.4 233|15 -0 -9 -8 9|PB位91 PE位79 殖3.6|益21.8→28.3
2712 遠雄來|觀光餐旅|107 173 -9|84 84 5 8|0.1 6|0 -4 0 -3 115|PB位35 PE位46 殖0.2|益5.3→10.0
2719 燦星旅|觀光餐旅|1758 1390 212|69 69 76 163|2.1 29|0 -1 0 na na|PB位79 PE位na 殖0.0|益-90.3→-9.0
2722 夏都|觀光餐旅|21 30 -87|64 64 46 120|0.4 62|2 -10 0 5 47|PB位94 PE位48 殖1.8|益21.8→9.4
2723 美食-KY|觀光餐旅|3 17 10|74 74 -22 -17|0.5 86|61 -5 -6 -1 -42|PB位41 PE位79 殖2.1|益3.7→6.4
2727 王品|觀光餐旅|40 53 26|81 81 -8 56|0.5 311|38 -2 -6 -0 -27|PB位88 PE位32 殖1.6|益2.6→8.9
2729 瓦城|觀光餐旅|46 63 28|94 94 27 34|0.4 28|9 0 -3 12 -6|PB位96 PE位76 殖1.7|益3.7→12.7
2731 雄獅|觀光餐旅|1744 1270 731|87 87 -7 61|0.7 489|15 2 1 -2 7|PB位81 PE位na 殖0.0|益-23.9→3.1
2732 六角|觀光餐旅|-9 -1 -3|73 73 -23 2|0.4 64|11 7 -7 -7 -2|PB位70 PE位6 殖4.5|益8.2→10.4
2734 易飛網|觀光餐旅|422 400 -57|69 69 60 94|0.7 84|8 -1 0 na na|PB位96 PE位na 殖0.0|益-15.1→-0.4
2736 富野|觀光餐旅|53 91 3|72 72 74 68|0.4 96|1 0 0 4 27|PB位94 PE位70 殖0.5|益4.7→16.0
2739 寒舍|觀光餐旅|95 122 15|64 64 -21 71|0.3 37|2 3 -3 na na|PB位86 PE位na 殖0.0|益-6.7→12.0
2743 山富|觀光餐旅|1960 1646 299|76 76 127 133|0.7 133|1 -2 0 -8 -1|PB位96 PE位55 殖0.0|益-11.2→9.2
2745 五福|觀光餐旅|5657 4679 2662|75 75 107 119|0.7 85|0 -0 0 na na|PB位96 PE位na 殖0.0|益-37.2→1.8
2748 雲品|觀光餐旅|29 50 -18|79 79 15 45|1.1 293|3 0 1 -17 31|PB位92 PE位72 殖1.4|益12.5→16.9
2753 八方雲集|觀光餐旅|5 5 -7|67 67 -3 -20|0.5 57|11 -11 -14 -21 15|PB位43 PE位42 殖4.5|益11.6→9.6
2754 亞洲藏壽司|觀光餐旅|44 54 -64|77 77 1 16|0.3 38|77 -9 0 -8 -9|PB位89 PE位16 殖0.9|益8.4→9.9
2755 揚秦|觀光餐旅|14 15 -4|80 80 20 107|0.3 9|1 -7 0 na 84|PB位85 PE位86 殖4.1|益6.8→7.2
2801 彰銀|金融保險|23 17 -7|100 100 5 8|1.0 296|15 26 1 20 -34|PB位97 PE位9 殖4.2|益na→na
2809 京城銀|金融保險|1093 520 379|99 99 6 6|0.9 46|13 23 -1 -43 -35|PB位32 PE位74 殖3.0|益na→na
2812 台中銀|金融保險|28 20 3|99 99 9 21|0.7 91|10 -7 1 -23 -7|PB位94 PE位93 殖4.8|益na→na
2820 華票|金融保險|-10 58 60|92 98 2 1|1.1 14|7 -5 0 -25 12|PB位41 PE位88 殖3.4|益na→na
2832 台產|金融保險|8 18 22|100 100 12 17|0.9 7|3 -1 1 -15 18|PB位88 PE位25 殖4.3|益14.0→17.4
2834 臺企銀|金融保險|17 18 -6|98 98 4 10|1.4 239|19 9 0 -6 -33|PB位94 PE位8 殖2.3|益na→na
2838 聯邦銀|金融保險|71 38 20|98 98 2 2|1.7 25|6 -4 0 11 17|PB位75 PE位70 殖3.8|益na→na
2845 遠東銀|金融保險|31 14 -7|100 100 10 5|1.2 73|10 -4 5 -28 3|PB位94 PE位36 殖3.5|益na→na
2850 新產|金融保險|8 11 7|98 99 12 12|0.7 9|10 -11 0 -43 -11|PB位84 PE位100 殖4.7|益13.0→11.9
2851 中再保|金融保險|3 -9 -6|99 99 30 31|1.2 54|2 22 -0 -33 -42|PB位92 PE位100 殖0.0|益0.1→14.1
2855 統一證|金融保險|144 68 -188|100 100 27 25|1.8 37|9 9 0 13 -17|PB位58 PE位74 殖1.9|益na→na
2880 華南金|金融保險|33 12 1|96 98 2 -1|0.8 152|18 -6 -0 13 -10|PB位78 PE位22 殖2.6|益na→na
2881 富邦金|金融保險|-7 -26 43|100 100 15 13|1.3 1271|19 -2 0 -8 -8|PB位84 PE位100 殖2.3|益na→na
2882 國泰金|金融保險|-1 -10 35|100 100 13 9|1.4 792|21 15 -1 1 -15|PB位76 PE位100 殖1.9|益na→na
2883 凱基金|金融保險|-22 -53 16|90 95 -5 -4|1.4 591|23 6 -13 5 6|PB位54 PE位97 殖0.0|益na→na
2884 玉山金|金融保險|64 33 22|96 100 9 11|1.4 493|32 1 1 10 -16|PB位49 PE位81 殖2.2|益na→na
