# 2025-04-01 全池(1165 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
8938 明安|運動休閒|50 24 14|92 98 9 -1|2.3 40|8 5 -0 -9 13|PB位12 PE位54 殖5.4|益4.4→5.3
8942 森鉅|其他|41 30 42|89 94 10 -2|0.7 10|14 -3 0 -2 -18|PB位24 PE位88 殖6.0|益16.3→15.1
8996 高力|電機機械|47 21 21|45 55 -29 -47|1.0 323|19 -3 -1 -16 -21|PB位21 PE位18 殖1.7|益18.5→16.2
9802 鈺齊-KY|運動休閒|45 39 36|83 83 6 3|0.5 195|50 7 2 -42 2|PB位14 PE位62 殖4.0|益8.1→8.7
9904 寶成|運動休閒|-3 8 -1|80 80 -9 -1|1.1 360|49 -9 -0 8 36|PB位18 PE位25 殖3.1|益5.7→6.0
9906 欣巴巴|建材營造|324354 108654 -8866|47 67 -14 -32|1.3 32|3 -8 0 -8 22|PB位65 PE位66 殖6.4|益15.8→18.0
9907 統一實|其他|27 28 -3|97 97 17 10|1.3 69|19 33 0 -25 -12|PB位70 PE位49 殖5.5|益5.3→5.0
9910 豐泰|運動休閒|11 -1 -3|73 77 -11 -21|0.8 101|12 -8 -3 -7 2|PB位0 PE位15 殖4.2|益8.5→8.4
9911 櫻花|居家生活|27 11 -4|95 100 11 6|1.4 42|20 17 2 11 3|PB位80 PE位83 殖5.1|益15.9→15.2
9914 美利達|運動休閒|38 38 11|62 66 0 -35|1.2 388|33 -10 1 -3 21|PB位12 PE位na 殖2.6|益11.8→10.2
9917 中保科|其他|10 10 5|83 87 -4 -10|0.6 48|42 -32 13 -19 -14|PB位45 PE位42 殖4.2|益15.9→16.0
9919 康那香|其他|19 9 8|74 80 2 -9|0.1 9|4 14 0 -0 -8|PB位15 PE位na 殖1.1|益-9.8→-9.3
9921 巨大|運動休閒|31 9 10|61 64 -1 -35|1.3 348|28 -8 2 -3 39|PB位8 PE位100 殖1.5|益5.0→2.6
9924 福興|居家生活|2 -11 -1|87 87 3 -7|1.1 11|13 7 -3 -1 -17|PB位57 PE位80 殖5.9|益12.4→11.9
9927 泰銘|其他|37 3 11|96 97 17 5|1.6 28|9 16 0 -16 -49|PB位78 PE位78 殖8.0|益12.2→11.3
9930 中聯資源|綠能環保|27 18 8|97 99 6 8|1.6 9|3 13 0 -39 -8|PB位92 PE位17 殖5.6|益11.3→11.1
9933 中鼎|其他|-15 -7 -16|74 85 2 -15|0.6 43|14 -18 -0 -10 0|PB位2 PE位44 殖4.9|益3.6→3.6
9934 成霖|居家生活|-2 2 3|61 70 -10 -29|1.1 14|18 -20 0 -6 60|PB位9 PE位40 殖9.6|益4.4→3.2
9935 慶豐富|居家生活|20 19 -2|84 84 1 -12|0.6 16|9 -11 0 -14 2|PB位71 PE位0 殖6.1|益10.3→10.5
9938 百和|其他|57 26 -0|77 77 -5 -10|0.6 85|26 -14 -7 -23 2|PB位33 PE位39 殖4.6|益19.0→17.8
9939 宏全|其他|28 15 6|87 91 3 -9|0.9 160|20 -15 21 -30 61|PB位62 PE位72 殖4.1|益13.8→12.5
9940 信義|其他|-20 -27 -22|81 91 0 -6|0.8 6|6 -11 0 3 -19|PB位4 PE位36 殖6.2|益15.8→14.1
9941 裕融|其他|-5 -5 -3|69 72 8 -25|0.7 86|5 -10 -3 -2 -0|PB位2 PE位10 殖4.5|益16.2→15.2
9942 茂順|其他|29 -0 15|86 96 3 0|1.0 9|5 1 0 18 -13|PB位13 PE位59 殖6.0|益25.0→25.0
9945 潤泰新|其他|50 19 -3|68 73 -17 -25|1.3 242|13 -9 1 28 40|PB位0 PE位12 殖3.1|益18.3→19.8
9946 三發地產|建材營造|31 96 -20|47 79 -4 -20|0.8 9|4 -8 0 -19 -19|PB位66 PE位16 殖3.1|益15.7→22.7
9955 佳龍|綠能環保|-10 -12 -15|78 82 5 -20|2.3 16|1 1 0 -5 6|PB位85 PE位na 殖0.0|益-7.9→-11.3
9958 世紀鋼|鋼鐵工業|61 10 17|47 73 -2 -28|0.8 493|11 0 1 -4 -9|PB位31 PE位33 殖2.4|益30.6→23.8
