# 2024-03-01 全池(1192 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
5328 華容|電子零組|-3 -19 -18|87 87 13 15|0.5 20|1 1 0 -6 23|PB位84 PE位17 殖0.0|益8.4→7.7
5340 建榮|電子零組|21 16 21|77 78 -2 -23|2.2 57|52 7 0 na -18|PB位83 PE位83 殖0.0|益-0.3→0.1
5347 世界|半導體業|-9 2 24|77 85 -9 5|0.7 391|16 -10 0 -2 -5|PB位2 PE位55 殖6.2|益17.6→16.9
5351 鈺創|半導體業|72 31 55|92 92 5 32|1.0 309|8 -0 0 -8 10|PB位77 PE位na 殖0.3|益-43.0→-45.2
5355 佳總|電子零組|3 14 13|93 93 62 81|1.0 9|1 3 0 na na|PB位99 PE位na 殖0.0|益-20.5→-26.7
5356 協益|電腦及週|88 59 57|100 100 19 24|1.8 9|3 5 0 4 1|PB位100 PE位100 殖4.4|益-2.1→-1.2
5371 中光電|光電業|12 -1 14|84 84 -3 -10|0.6 39|16 -12 -1 -2 7|PB位58 PE位100 殖6.3|益1.3→2.5
5381 光譜|電機機械|1533 699 302|90 90 36 47|1.9 76|3 2 0 na na|PB位99 PE位56 殖0.0|益8.8→7.3
5383 金利|其他電子|1 -24 -8|100 100 47 34|3.3 13|9 0 0 na na|PB位96 PE位na 殖0.0|益-0.1→-1.9
5386 青雲|電腦及週|75 18 31|84 90 12 15|1.5 16|0 -1 0 26 2|PB位90 PE位80 殖1.7|益2.8→2.1
5388 中磊|通信網路|8 -6 -5|96 96 13 13|1.6 417|35 -4 0 44 -46|PB位94 PE位45 殖3.3|益4.4→4.7
5392 能率|光電業|35 11 15|94 94 0 -2|1.6 12|4 2 0 0 -21|PB位54 PE位na 殖1.2|益-2.8→-0.7
5398 慕康生醫|其他|-13 -42 -24|96 96 52 49|0.5 9|3 -0 0 -23 127|PB位99 PE位na 殖0.0|益-17.5→-17.2
5403 中菲|資訊服務|38 25 5|99 99 36 37|1.9 35|9 -9 0 186 145|PB位100 PE位100 殖3.5|益22.3→23.3
5410 國眾|資訊服務|-11 -17 -2|93 96 2 -0|0.8 8|2 3 0 1 -1|PB位82 PE位94 殖7.5|益5.7→5.7
5425 台半|半導體業|-5 -10 -3|72 84 -4 -6|0.5 166|13 -6 -2 -3 -6|PB位25 PE位56 殖5.0|益13.2→12.9
5426 振發|電腦及週|-14 -27 2|86 86 145 169|0.3 609|1 -0 0 -25 17|PB位97 PE位90 殖0.6|益-3.1→-0.0
5432 新門|綠能環保|40 51 19|98 98 95 216|1.8 173|1 -1 0 -21 14|PB位100 PE位100 殖0.6|益7.0→6.8
5434 崇越|電子通路|-9 -10 -2|100 100 9 15|1.6 109|25 2 -1 -15 11|PB位43 PE位89 殖5.1|益5.9→6.5
5439 高技|電子零組|3 10 -26|70 70 -10 20|0.4 251|3 -9 0 5 22|PB位88 PE位83 殖3.1|益14.6→14.4
5443 均豪|半導體業|79 32 58|97 97 61 54|1.1 172|5 2 0 81 -27|PB位86 PE位84 殖2.4|益0.9→-1.8
5452 佶優|其他電子|24 5 12|91 91 13 14|5.0 36|6 1 0 28 -21|PB位92 PE位100 殖1.8|益1.3→1.8
5457 宣德|電子零組|59 23 25|100 100 30 26|1.8 189|40 5 -0 -12 -23|PB位64 PE位100 殖2.6|益2.4→6.3
5465 富驊|電腦及週|41 25 -0|77 89 3 16|0.9 22|1 7 0 -3 -14|PB位90 PE位95 殖3.2|益7.2→6.6
5469 瀚宇博|電子零組|6 -3 4|90 90 5 7|1.0 252|14 -0 1 51 10|PB位87 PE位99 殖4.2|益14.2→16.1
5471 松翰|半導體業|40 30 38|90 90 -7 17|0.9 16|15 7 0 8 -30|PB位36 PE位90 殖4.8|益2.9→4.6
5474 聰泰|電腦及週|49 23 23|75 92 23 17|1.8 108|1 -0 0 -10 21|PB位79 PE位98 殖2.9|益17.9→19.4
5478 智冠|文化創意|-25 -9 -8|66 66 19 40|0.2 74|28 -2 0 -0 20|PB位92 PE位93 殖5.2|益17.5→16.5
5483 中美晶|半導體業|-7 3 4|93 93 9 23|0.5 555|18 -2 -6 10 9|PB位59 PE位30 殖4.8|益26.4→25.5
5484 慧友|光電業|26 -4 -28|82 94 14 20|1.3 5|1 4 0 na na|PB位97 PE位na 殖0.0|益-17.4→-18.0
5488 松普|電子零組|29 -28 -13|98 98 26 15|2.1 39|1 1 0 89 -4|PB位98 PE位24 殖0.0|益1.2→-0.9
5490 同亨|電腦及週|464 145 138|95 95 20 23|1.1 12|3 -1 0 51 80|PB位99 PE位na 殖0.0|益-36.6→-31.2
5498 凱崴|電子零組|35 3 21|98 98 20 15|1.9 20|2 2 0 16 12|PB位63 PE位33 殖1.7|益-27.6→-22.2
5508 永信建|建材營造|1252 624 313|100 100 17 46|3.3 37|3 9 0 5 -1|PB位85 PE位37 殖10.6|益41.8→41.8
5511 德昌|建材營造|47 21 -8|89 100 9 6|3.9 15|2 -1 0 26 11|PB位97 PE位68 殖3.1|益17.1→14.4
5512 力麒|建材營造|119 22 -13|91 99 6 11|2.2 28|8 6 0 -13 -26|PB位89 PE位51 殖0.0|益4.9→8.4
5515 建國|建材營造|-8 -10 7|94 94 16 25|0.4 13|6 6 0 -15 8|PB位97 PE位73 殖5.7|益2.7→1.9
5519 隆大|建材營造|273 490 369|97 97 19 55|0.8 25|6 9 0 1 -11|PB位99 PE位99 殖6.0|益23.0→20.1
5521 工信|建材營造|79 38 10|82 82 21 62|0.3 87|7 -1 0 -11 7|PB位94 PE位57 殖0.0|益0.0→0.5
5522 遠雄|建材營造|-92 23 49|91 91 -4 2|0.5 20|6 -18 -5 -42 -4|PB位13 PE位91 殖8.9|益19.1→17.8
5530 龍巖|其他|45 31 19|97 97 3 9|0.9 7|56 -1 0 -9 -10|PB位20 PE位54 殖0.0|益27.3→27.1
5533 皇鼎|建材營造|-40 102 -265|93 93 4 28|0.5 6|6 -7 0 13 42|PB位94 PE位63 殖5.0|益28.4→27.4
5534 長虹|建材營造|103 46 -336|100 100 5 10|1.1 21|11 -3 0 11 -13|PB位73 PE位98 殖7.0|益19.7→21.1
5536 聖暉*|其他電子|41 1 5|94 94 13 28|2.4 101|21 10 3 6 -0|PB位97 PE位91 殖5.5|益14.5→13.8
5607 遠雄港|航運業|34 14 18|86 97 15 12|1.7 60|2 4 -0 -1 -11|PB位79 PE位52 殖3.6|益41.7→38.3
5608 四維航|航運業|-20 -28 18|70 83 9 4|0.4 33|3 5 0 -1 -8|PB位20 PE位na 殖7.5|益-6.9→-5.9
5609 中菲行|航運業|-0 -13 28|95 95 7 10|0.5 30|18 -5 0 9 18|PB位36 PE位89 殖13.3|益5.7→5.5
5706 鳳凰|觀光餐旅|-27 87 -1433|50 75 -15 -15|0.4 23|1 -3 0 -7 9|PB位56 PE位19 殖0.5|益8.9→8.0
5864 致和證|金融業|-119 37 -46|57 83 7 -18|0.7 10|2 8 0 -3 -10|PB位71 PE位75 殖5.9|益na→na
5871 中租-KY|其他|6 7 -5|77 89 -5 -2|1.0 789|67 -31 0 7 -4|PB位1 PE位16 殖3.8|益na→34.7
5876 上海商銀|金融保險|7 1 -10|95 95 -3 4|0.8 112|56 -4 5 15 -17|PB位7 PE位62 殖4.0|益na→na
5880 合庫金|金融保險|23 14 -5|93 96 -3 -3|1.0 177|18 -8 -0 -15 -18|PB位64 PE位84 殖1.9|益na→na
5903 全家|居家生活|2 6 -3|87 92 -1 -7|1.2 10|51 -40 -2 -25 19|PB位6 PE位8 殖3.4|益1.8→2.0
5904 寶雅|居家生活|-6 3 -8|84 87 -6 2|1.1 77|28 -36 -3 19 33|PB位14 PE位8 殖4.3|益13.5→14.2
5905 南仁湖|觀光餐旅|-46 -15 -23|84 91 -5 3|1.5 6|2 0 0 4 -18|PB位48 PE位81 殖0.0|益-8.8→-7.5
6005 群益證|金融保險|45 44 -32|100 100 12 14|1.6 40|18 14 -0 81 -32|PB位85 PE位61 殖2.3|益na→na
6015 宏遠證|金融業|328 204 108|82 98 6 -3|1.7 5|3 9 0 -2 -10|PB位46 PE位100 殖2.2|益na→na
6016 康和證|金融業|49 53 244|94 100 19 7|2.2 24|5 21 0 9 -31|PB位77 PE位58 殖7.6|益na→na
6024 群益期|金融保險|47 2 15|100 100 16 25|1.6 9|4 13 -0 14 -22|PB位100 PE位29 殖5.5|益na→na
6026 福邦證|金融業|-76 189 -508|99 100 10 8|2.2 16|4 9 0 22 -33|PB位63 PE位72 殖0.0|益na→na
6101 寬魚國際|文化創意|-55 43130 -69433|84 96 5 9|0.7 7|1 0 0 na na|PB位93 PE位40 殖0.0|益8.4→9.4
6104 創惟|半導體業|72 38 37|89 89 -4 13|3.2 240|12 2 0 4 -18|PB位60 PE位na 殖2.0|益0.4→3.1
6108 競國|電子零組|12 1 9|93 93 7 18|0.4 29|7 5 0 -11 8|PB位78 PE位71 殖2.3|益-3.2→-0.9
6109 亞元|通信網路|-30 -35 -13|83 99 11 5|1.6 6|4 7 0 -8 -13|PB位74 PE位75 殖3.5|益5.6→6.3
6111 光聚晶電|文化創意|361 163 73|78 89 4 7|0.2 73|11 -5 0 -7 4|PB位60 PE位70 殖4.6|益-2.2→-13.9
6112 邁達特|資訊服務|21 13 -2|86 87 3 12|1.2 125|2 -5 0 -3 -5|PB位80 PE位85 殖3.0|益4.5→5.1
6113 亞矽|電子通路|-27 -24 10|92 92 167 191|1.2 414|1 -1 0 20 -18|PB位99 PE位na 殖0.0|益-1.9→-2.1
6115 鎰勝|電子零組|51 10 14|99 99 9 12|2.7 10|5 2 0 1209 23|PB位100 PE位83 殖6.4|益8.7→9.6
6116 彩晶|光電業|25 -5 14|79 90 -1 -8|0.8 104|8 -11 -1 3 4|PB位46 PE位na 殖0.0|益-34.4→-34.1
6117 迎廣|電腦及週|74 55 46|92 92 49 100|0.3 205|3 -0 0 -11 -31|PB位95 PE位88 殖0.0|益-4.3→0.8
6118 建達|電子通路|8 -8 2|64 86 -9 -2|0.8 6|1 15 0 -10 -16|PB位29 PE位na 殖0.0|益-1.5→-0.8
6120 達運|光電業|100 72 20|81 88 12 4|0.5 125|6 6 0 -20 -22|PB位85 PE位61 殖1.0|益-3.6→-1.7
6121 新普|電腦及週|8 -2 8|97 97 19 40|0.7 302|41 5 -1 -10 45|PB位89 PE位92 殖6.6|益8.3→8.1
6122 擎邦|電機機械|80 61 -72|91 91 -0 62|1.7 108|3 1 0 33 -16|PB位98 PE位49 殖1.7|益7.2→7.9
6124 業強|電子零組|5 -7 0|72 92 26 10|0.5 22|49 -0 0 -13 17|PB位94 PE位na 殖0.0|益-2.2→-4.9
6125 廣運|電機機械|-50 -39 -39|84 100 41 12|4.0 1173|3 1 -0 49 -8|PB位98 PE位97 殖1.9|益7.0→4.7
6126 信音|電子零組|22 4 10|93 93 42 19|3.8 292|5 -2 0 39 48|PB位10 PE位99 殖3.1|益10.0→9.6
6127 九豪|電子零組|31 23 8|96 96 3 35|2.1 26|3 2 0 9 -16|PB位67 PE位18 殖0.0|益-41.9→-53.3
6129 普誠|半導體業|-9 -15 -1|77 90 -5 -2|0.5 22|1 -1 0 -10 5|PB位4 PE位90 殖0.9|益1.9→-0.3
6133 金橋|電子零組|-11 -15 10|63 91 -3 6|1.0 6|1 12 0 -9 -100|PB位58 PE位58 殖3.3|益0.2→1.3
6136 富爾特|通信網路|13 -4 -9|95 95 18 31|1.5 12|7 1 0 19 50|PB位99 PE位63 殖4.7|益-3.4→-5.7
6138 茂達|半導體業|63 60 55|96 96 17 73|1.3 531|14 2 1 -2 -15|PB位71 PE位91 殖2.6|益10.3→11.2
6139 亞翔|其他電子|189 150 78|100 100 23 100|1.2 907|28 4 0 14 8|PB位100 PE位66 殖2.0|益5.2→7.4
6140 訊達電腦|資訊服務|75 8 11|76 76 100 102|0.3 177|3 -1 0 -29 -29|PB位96 PE位96 殖2.7|益-0.4→-0.0
6143 振曜|通信網路|4 -27 -41|97 97 14 46|1.2 110|5 0 1 -7 -3|PB位97 PE位90 殖3.0|益6.4→9.1
6146 耕興|其他電子|-11 -4 1|89 89 1 -8|2.7 75|38 -18 1 37 41|PB位29 PE位50 殖4.4|益39.0→38.4
6147 頎邦|半導體業|0 -9 3|91 91 2 3|1.5 237|18 -17 3 19 29|PB位14 PE位95 殖5.3|益17.7→17.3
6148 驊宏資|資訊服務|37 34 -123|67 84 6 -0|1.1 10|1 3 0 1 -16|PB位83 PE位55 殖2.1|益11.0→10.1
6150 撼訊|電腦及週|-0 22 -25|85 95 9 29|1.8 96|6 4 0 2 -22|PB位62 PE位na 殖0.0|益-2.3→-2.8
6152 百一|通信網路|-36 -46 -9|88 96 11 5|2.0 11|4 7 0 na na|PB位65 PE位98 殖0.0|益-4.9→-5.5
6153 嘉聯益|電子零組|37 -6 13|79 88 -4 -5|1.0 28|10 7 0 2 -13|PB位38 PE位na 殖1.2|益-32.3→-25.8
6155 鈞寶|電子零組|-4 -21 5|91 91 -3 10|0.3 9|7 -4 0 -14 -4|PB位75 PE位66 殖3.2|益2.7→2.3
6156 松上|電子零組|40 7 19|90 90 -1 12|0.7 19|9 8 0 -4 -16|PB位71 PE位60 殖3.2|益2.6→3.8
6158 禾昌|電子零組|43 15 17|83 83 -2 6|1.0 6|3 -2 0 6 -19|PB位42 PE位78 殖3.3|益1.6→4.0
6160 欣技|電腦及週|-32 -28 -34|55 77 -14 -16|1.0 6|3 -15 0 9 2|PB位60 PE位70 殖2.8|益2.5→-0.1
6161 捷波|電腦及週|56 16 29|94 99 12 20|2.2 20|8 14 0 -5 -29|PB位100 PE位99 殖4.4|益9.3→13.4
6163 華電網|資訊服務|50 1 5|73 92 13 13|0.7 15|4 8 0 -14 -13|PB位64 PE位30 殖1.5|益-5.9→-0.4
6164 華興|光電業|73 18 24|87 87 39 48|0.8 35|7 4 0 25 -22|PB位91 PE位73 殖3.5|益-7.4→-8.4
6165 浪凡|數位雲端|23 -2 5|99 99 53 39|3.0 142|5 1 0 63 12|PB位89 PE位na 殖0.0|益-2.5→-1.4
6166 凌華|電腦及週|-32 -19 -15|78 97 11 1|1.7 20|11 -4 0 9 28|PB位38 PE位51 殖3.9|益3.9→3.4
6167 久正|光電業|-12 -27 -7|94 97 13 1|6.3 24|4 -2 0 23 -1|PB位89 PE位47 殖3.8|益5.8→5.9
6168 宏齊|光電業|3 7 19|90 90 -2 -3|2.5 40|10 11 0 15 -20|PB位86 PE位92 殖5.7|益0.9→0.4
6170 統振|通信網路|25 26 21|88 91 3 -7|1.2 28|3 8 0 -18 -19|PB位71 PE位63 殖3.8|益9.0→9.4
6173 信昌電|電子零組|15 4 9|85 85 -5 0|0.5 20|2 -3 0 -9 1|PB位47 PE位92 殖2.6|益13.0→11.0
6176 瑞儀|光電業|33 1 16|98 98 10 22|1.1 204|35 5 3 -2 -21|PB位95 PE位100 殖6.9|益12.5→12.7
6177 達麗|建材營造|896 3149 1573|99 99 2 18|0.7 16|5 -5 0 -3 -0|PB位74 PE位92 殖4.3|益5.9→11.9
6179 亞通|其他|-19 8 -18|98 99 22 30|1.7 127|4 0 0 7 23|PB位73 PE位na 殖1.2|益7.0→6.6
6180 橘子|文化創意|-28 -16 -0|87 91 -0 5|0.4 63|28 -6 0 25 45|PB位79 PE位92 殖8.2|益9.7→9.8
6182 合晶|半導體業|-32 -31 -8|83 83 -9 -6|0.6 75|9 -15 1 -10 13|PB位4 PE位47 殖6.2|益17.8→15.2
6185 幃翔|電子零組|-31 -13 -11|66 96 6 -1|2.7 8|2 -2 0 -4 13|PB位85 PE位49 殖3.0|益16.1→4.4
6186 新潤|建材營造|171 2081 na|94 94 -1 21|2.0 26|2 -9 0 -18 67|PB位92 PE位53 殖3.9|益11.2→15.2
6187 萬潤|半導體業|112 77 95|100 100 95 130|0.2 371|11 4 -1 48 -34|PB位100 PE位97 殖0.6|益0.5→1.4
6188 廣明|電腦及週|-14 -17 -5|64 80 2 -17|0.9 163|7 -8 -0 -1 41|PB位83 PE位68 殖4.1|益9.0→10.0
6189 豐藝|電子通路|113 54 33|91 91 38 80|3.6 267|7 -5 -0 919 357|PB位99 PE位99 殖4.4|益3.9→4.1
6190 萬泰科|通信網路|25 6 26|82 92 7 -3|1.3 18|2 18 0 -9 -27|PB位42 PE位96 殖6.2|益5.5→5.0
6191 精成科|電子零組|21 6 8|90 90 7 20|0.7 181|16 -5 2 -5 14|PB位93 PE位77 殖4.0|益12.6→14.6
6192 巨路|其他電子|35 12 4|100 100 18 21|1.8 10|20 7 0 83 -15|PB位95 PE位98 殖4.0|益18.0→16.7
6194 育富|電子零組|73 29 7|92 92 14 19|0.5 15|4 6 0 -3 -17|PB位92 PE位42 殖0.8|益10.9→11.9
6196 帆宣|其他電子|46 20 2|98 98 18 16|2.0 399|5 -1 0 4 24|PB位52 PE位59 殖3.8|益4.8→4.6
6197 佳必琪|電子零組|89 49 25|98 98 8 42|1.6 111|11 6 -0 24 -16|PB位99 PE位100 殖3.4|益9.6→11.3
6198 瑞築|建材營造|122 na na|85 100 35 18|2.4 14|2 4 0 na na|PB位54 PE位60 殖0.0|益38.8→35.5
6201 亞弘電|其他電子|22 22 2|100 100 31 45|1.5 10|1 12 0 143 82|PB位100 PE位95 殖5.9|益12.2→13.5
6202 盛群|半導體業|-39 -49 5|83 87 -9 -5|0.9 53|9 -13 -2 -4 3|PB位15 PE位98 殖6.7|益10.0→7.0
6203 海韻電|電子零組|20 11 -32|86 92 5 -3|1.1 22|5 7 0 1 -5|PB位59 PE位73 殖5.1|益23.9→23.0
6204 艾華|電子零組|123 49 32|90 90 34 161|1.3 123|3 2 0 10 -10|PB位99 PE位51 殖11.9|益-8.5→1.2
6205 詮欣|電子零組|-35 -30 -1|87 96 20 32|0.7 144|3 -0 -6 -7 1|PB位73 PE位90 殖1.8|益16.8→13.3
6206 飛捷|電腦及週|25 25 50|97 97 6 6|1.2 16|11 9 0 -23 -16|PB位64 PE位98 殖7.8|益12.6→13.2
6207 雷科|電子零組|62 40 44|96 96 30 29|4.3 45|2 -2 0 58 101|PB位70 PE位99 殖3.8|益0.7→2.7
6208 日揚|半導體業|-29 -5 -9|100 100 31 36|9.4 9|2 -1 0 811 40|PB位99 PE位100 殖4.3|益12.5→12.1
6209 今國光|光電業|15 -15 4|80 85 -1 -10|0.4 8|2 2 0 2 -14|PB位21 PE位64 殖2.7|益-2.4→-3.3
6213 聯茂|電子零組|18 1 9|92 92 6 -6|1.1 337|17 -2 -0 13 -9|PB位53 PE位100 殖1.7|益1.6→3.1
6214 精誠|資訊服務|22 20 12|96 96 11 2|1.0 55|15 -0 1 -9 8|PB位94 PE位65 殖4.4|益5.0→4.6
6215 和椿|其他電子|46 4 38|95 100 20 21|2.5 10|7 8 0 4 -6|PB位74 PE位97 殖6.0|益1.9→1.0
6216 居易|通信網路|175 61 40|91 91 8 19|1.8 15|4 -0 0 -25 -14|PB位98 PE位96 殖4.9|益9.5→11.6
6217 中探針|電子零組|9 -3 8|82 91 2 -7|3.7 18|2 3 0 3 -8|PB位26 PE位na 殖3.5|益-5.6→-4.3
6218 豪勉|通信網路|80 -1 -32|75 94 23 3|5.6 31|1 -1 0 4 3|PB位94 PE位52 殖0.0|益9.8→4.9
6219 富旺|建材營造|107 361 -243|92 92 52 45|0.7 77|6 -2 0 11 56|PB位95 PE位95 殖0.0|益9.7→8.9
6220 岳豐|電子零組|24 7 15|82 82 -3 -6|0.6 6|2 -18 0 -5 3|PB位20 PE位na 殖11.9|益-5.1→-3.3
6223 旺矽|半導體業|19 18 6|96 96 56 68|1.0 755|23 -0 2 -10 1|PB位100 PE位100 殖2.1|益18.9→18.8
6224 聚鼎|電子零組|21 1 1|90 100 5 10|1.8 5|9 5 0 32 -4|PB位32 PE位80 殖2.5|益-4.5→-2.0
6226 光鼎|光電業|69 29 31|90 93 11 11|3.2 8|2 10 0 -12 -93|PB位58 PE位na 殖0.0|益-10.9→-7.1
6229 研通|半導體業|63 23 42|100 100 58 71|1.7 69|1 -0 0 27 57|PB位89 PE位na 殖3.7|益-6.8→-5.6
6230 尼得科超眾|電腦及週|-36 -37 -26|78 91 12 -7|0.7 12|89 -3 0 4 24|PB位41 PE位16 殖0.8|益6.3→7.3
6231 系微|資訊服務|31 17 18|100 100 86 109|1.6 527|16 -1 -0 -2 60|PB位100 PE位100 殖1.4|益9.4→13.6
6233 旺玖|半導體業|17 -6 8|99 99 53 95|2.0 326|3 0 0 5 2|PB位89 PE位100 殖1.0|益-9.1→-10.1
6235 華孚|電腦及週|31 26 -15|61 68 -10 -30|0.9 275|4 0 -0 -4 -6|PB位73 PE位38 殖0.7|益16.1→15.6
6237 驊訊|半導體業|4 -25 8|94 94 20 87|1.2 361|3 -1 0 -9 16|PB位70 PE位na 殖0.4|益-33.4→-31.7
6239 力成|半導體業|22 14 25|100 100 44 58|1.1 1099|47 7 3 13 8|PB位100 PE位100 殖4.5|益10.8→10.8
6243 迅杰|半導體業|-3 1 -28|88 88 15 70|0.3 306|1 -0 0 -15 -1|PB位93 PE位81 殖1.6|益7.0→6.1
6244 茂迪|光電業|1 -28 -12|67 91 -3 -6|1.5 36|13 -3 0 -2 5|PB位8 PE位14 殖1.6|益8.0→7.8
6245 立端|通信網路|-32 -28 -14|83 87 -1 12|1.1 213|11 -4 -1 -17 21|PB位75 PE位52 殖4.3|益14.7→14.3
6248 沛波|鋼鐵工業|107 52 20|96 100 19 18|3.5 13|4 4 0 8 -10|PB位83 PE位49 殖6.2|益3.1→3.1
6257 矽格|半導體業|18 4 18|93 93 12 18|2.1 238|27 -2 -1 6 45|PB位74 PE位96 殖6.2|益11.3→12.8
6261 久元|半導體業|-7 27 42|94 94 5 11|0.8 10|3 1 0 1 -26|PB位33 PE位94 殖8.0|益9.8→10.8
6263 普萊德|通信網路|64 14 -2|97 97 34 35|2.0 145|2 -4 0 100 62|PB位99 PE位100 殖3.8|益31.3→31.8
6265 方土昶|電子通路|57 9 39|92 92 45 44|1.3 93|2 -0 0 75 109|PB位92 PE位na 殖0.0|益-35.1→-23.4
6266 泰詠|電子零組|-25 -19 -29|79 100 7 5|2.4 13|2 -0 0 -2 4|PB位82 PE位88 殖5.7|益10.0→9.7
6269 台郡|電子零組|-14 -21 -7|89 94 0 -3|1.3 89|17 -21 0 -6 6|PB位5 PE位72 殖5.7|益2.5→4.5
6270 倍微|電子通路|-36 -34 -4|96 96 21 31|0.6 41|2 -1 0 117 97|PB位71 PE位100 殖7.4|益1.7→1.1
6271 同欣電|半導體業|6 1 17|89 92 5 18|1.4 202|16 0 -2 2 15|PB位32 PE位94 殖7.0|益11.1→10.6
6274 台燿|電子零組|38 17 23|98 98 41 33|1.7 2494|30 3 1 21 -24|PB位100 PE位99 殖2.5|益6.6→7.8
6275 元山|電子零組|72 22 11|100 100 17 19|2.5 81|5 4 0 2 -32|PB位98 PE位100 殖4.1|益4.2→4.8
6276 安鈦克|電腦及週|10 -14 -18|59 59 5 30|0.3 69|1 0 0 -17 -42|PB位94 PE位55 殖0.9|益8.1→7.6
6277 宏正|電腦及週|-20 -12 -6|95 100 2 1|1.1 7|6 -24 -0 -10 -3|PB位46 PE位59 殖7.1|益16.3→15.5
6278 台表科|光電業|54 -2 20|97 97 3 5|0.8 85|21 21 2 5 -38|PB位19 PE位62 殖7.3|益4.4→5.5
6279 胡連|電子零組|47 24 7|99 100 6 18|2.7 51|11 9 -0 -2 -8|PB位75 PE位88 殖3.3|益14.7→15.5
6282 康舒|電子零組|33 48 33|75 89 -0 -9|1.5 631|6 0 0 4 16|PB位49 PE位na 殖0.5|益1.7→1.5
6283 淳安|其他電子|79 24 36|71 77 -10 -20|1.6 5|18 1 0 -10 -13|PB位1 PE位na 殖0.0|益-8.8→-11.6
6284 佳邦|電子零組|63 34 22|94 94 3 63|1.5 163|6 2 -0 32 -29|PB位92 PE位89 殖2.0|益8.7→10.2
6285 啟碁|通信網路|10 7 -12|91 91 15 19|1.1 547|13 -11 -0 25 4|PB位96 PE位41 殖3.2|益3.6→4.2
6288 聯嘉|汽車工業|30 31 12|99 99 22 23|5.1 109|4 1 0 51 -3|PB位99 PE位na 殖0.5|益-2.2→-2.3
6290 良維|電子零組|26 17 18|100 100 66 78|3.9 983|8 1 5 83 -16|PB位100 PE位91 殖2.1|益5.0→9.2
6291 沛亨|半導體業|-4 35 -15|69 79 -16 4|1.1 16|1 1 0 6 6|PB位50 PE位2 殖0.7|益23.4→25.1
6292 迅德|電子零組|-23 -24 -7|89 89 34 69|2.7 25|2 1 0 26 10|PB位100 PE位82 殖5.3|益10.7→11.2
6405 悅城|光電業|-1 -26 9|92 92 12 6|2.9 6|1 -1 0 -45 -29|PB位84 PE位na 殖0.4|益-41.7→-52.1
6409 旭隼|其他電子|29 -0 11|80 95 11 10|1.3 337|67 0 -0 -59 -24|PB位10 PE位45 殖2.3|益22.2→22.3
6411 晶焱|半導體業|16 46 34|88 88 -6 7|1.3 42|7 -9 0 3 15|PB位29 PE位88 殖2.8|益18.1→16.2
6412 群電|電子零組|5 -4 5|99 99 17 50|1.1 57|16 -8 9 8 15|PB位100 PE位100 殖3.5|益9.2→10.4
6414 樺漢|電腦及週|32 12 -4|99 100 11 15|2.2 489|25 13 6 5 -21|PB位41 PE位30 殖4.2|益4.8→4.7
6415 矽力*-KY|半導體業|33 9 34|67 80 2 41|0.7 909|88 -2 -2 10 -17|PB位17 PE位90 殖1.1|益na→-4.7
6416 瑞祺電通|通信網路|-19 -17 0|99 99 24 39|1.5 124|5 -1 0 -5 79|PB位83 PE位53 殖3.1|益11.0→9.9
6417 韋僑|通信網路|-6 -7 -16|57 83 1 -16|1.6 11|10 4 -8 -7 -4|PB位52 PE位39 殖1.9|益15.2→15.1
6419 京晨科|光電業|354 265 130|70 70 2 40|1.1 6|13 0 0 na na|PB位87 PE位94 殖10.9|益6.0→0.5
6425 易發|電機機械|211 77 87|98 98 220 231|0.6 161|2 1 0 128 29|PB位100 PE位na 殖1.5|益-17.8→-13.9
6426 統新|通信網路|40 4 34|84 84 -2 13|2.3 18|7 -0 0 -1 4|PB位88 PE位na 殖2.6|益-64.9→-52.3
6435 大中|半導體業|42 52 44|100 100 17 30|1.4 50|3 4 0 23 -4|PB位47 PE位97 殖2.4|益5.3→5.0
6438 迅得|其他電子|-20 -9 -10|100 100 15 24|5.0 83|14 6 -0 31 -12|PB位48 PE位88 殖4.5|益14.5→15.0
6441 廣錠|電腦及週|12 -10 -38|63 79 -12 -16|0.7 5|2 8 0 0 -5|PB位12 PE位na 殖0.0|益-20.3→-14.9
6442 光聖|通信網路|33 10 13|99 99 113 155|1.9 592|40 5 0 -42 -20|PB位100 PE位90 殖1.4|益6.8→6.8
6443 元晶|光電業|-31 -38 -32|69 88 -7 -12|0.9 65|14 -1 -2 -3 2|PB位0 PE位0 殖0.4|益5.1→5.3
6446 藥華藥|生技醫療|118 107 -5|64 86 -11 -10|1.3 320|16 -0 -0 -7 22|PB位7 PE位na 殖0.0|益-52.5→-51.5
6449 鈺邦|電子零組|70 43 11|100 100 30 31|4.0 16|3 15 0 123 -3|PB位95 PE位100 殖2.8|益10.7→11.7
6451 訊芯-KY|半導體業|-14 -12 -14|93 93 33 123|1.4 1034|68 -1 0 24 -5|PB位99 PE位88 殖0.6|益na→5.7
6456 GIS-KY|光電業|12 -26 12|70 86 -12 -7|1.2 38|47 -2 0 -1 -11|PB位6 PE位na 殖6.0|益-7.2→-6.7
