# 2023-06 月末(2023-06-30)全池量化快照(1183 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3002 歐格|電腦及週|-29 -14 -21|91 91 15 21|1.8 7
3003 健和興|電子零組|-15 -10 -3|94 94 19 22|0.9 187
3004 豐達科|鋼鐵工業|20 63 1|77 77 10 27|0.2 54
3005 神基|電腦及週|-1 40 18|91 91 22 66|1.2 387
3006 晶豪科|半導體業|-34 -41 5|86 86 3 24|0.4 430
3008 大立光|光電業|-17 -12 -14|89 89 -3 -1|0.6 948
3010 華立|電子通路|-10 -18 -9|94 99 1 6|2.0 55
3011 今皓|電子零組|-14 -18 5|95 95 39 87|1.5 63
3013 晟銘電|電腦及週|29 19 -10|100 100 44 61|1.3 375
3014 聯陽|半導體業|23 8 34|96 96 35 66|0.7 213
3015 全漢|電子零組|-0 2 10|98 98 12 37|1.1 33
3016 嘉晶|半導體業|-29 -29 -23|70 83 -7 -7|0.7 45
3017 奇鋐|電腦及週|10 10 -4|100 100 91 152|0.9 3446
3019 亞光|光電業|-10 -9 2|91 91 0 7|1.0 80
3022 威強電|電腦及週|30 45 1|88 88 5 18|0.5 241
3023 信邦|電子零組|17 18 -5|99 99 9 35|0.8 164
3024 憶聲|光電業|45 0 -4|96 96 5 16|1.0 30
3025 星通|通信網路|-6 22 28|100 100 67 127|1.2 526
3026 禾伸堂|電子零組|-10 -13 -1|99 99 7 20|0.6 20
3027 盛達|通信網路|292 138 89|100 100 20 62|1.0 414
3028 增你強|電子通路|-22 -29 -6|98 98 8 24|0.8 33
3029 零壹|資訊服務|5 9 3|90 90 11 63|0.2 149
3030 德律|其他電子|-49 -36 -24|98 99 2 2|0.6 35
3031 佰鴻|光電業|-44 -22 -13|90 90 12 36|0.4 9
3032 偉訓|電子零組|41 38 35|91 91 47 106|1.2 483
3033 威健|電子通路|6 0 2|97 97 12 27|1.2 187
3034 聯詠|半導體業|-7 -17 18|91 91 3 43|1.1 1834
3035 智原|半導體業|-14 -9 -33|100 100 12 38|1.9 2427
3036 文曄|電子通路|-13 -14 -26|94 99 1 10|1.1 54
3037 欣興|電子零組|-29 -24 -34|93 93 19 46|0.6 3783
3038 全台|光電業|6 10 -2|100 100 68 103|2.6 296
3041 揚智|半導體業|-61 -51 -21|74 82 -12 -6|0.9 13
3042 晶技|電子零組|-31 -32 -12|96 96 6 15|2.3 177
3043 科風|其他電子|37 56 9|81 81 5 39|0.8 15
3044 健鼎|電子零組|-18 -15 -7|96 96 10 35|0.9 414
3045 台灣大|通信網路|5 6 -2|94 95 -1 6|1.6 471
3046 建碁|電腦及週|104 148 80|94 94 39 102|0.2 533
3047 訊舟|通信網路|-38 -31 -28|83 91 -5 2|0.8 34
3048 益登|電子通路|-19 -16 -14|91 96 -1 4|0.5 9
3049 精金|光電業|-35 -22 17|95 95 8 16|2.3 32
3050 鈺德|光電業|24 5 -5|92 93 5 -5|1.1 6
3051 力特|光電業|-35 -35 -13|90 100 2 16|1.9 20
3055 蔚華科|電子通路|10 -16 21|92 92 35 59|1.0 104
3056 富華新|建材營造|1 347 -8488|87 87 -2 44|1.0 165
3058 立德|電子零組|-18 -3 1|86 86 86 175|0.7 185
3059 華晶科|光電業|-40 -19 -44|89 94 -3 3|0.5 50
3062 建漢|通信網路|-47 2 -57|71 89 -6 -5|0.7 47
3071 協禧|電腦及週|-15 0 -7|97 97 31 43|0.6 79
3078 僑威|電子零組|125 87 79|92 92 89 183|0.9 1407
3081 聯亞|通信網路|-70 -48 -78|56 73 -26 -9|0.4 83
3083 網龍|文化創意|-22 -14 -13|95 95 14 12|5.7 34
3086 華義*|文化創意|-10 -8 26|82 91 11 1|5.6 8
3088 艾訊|電腦及週|10 9 -9|92 92 5 41|0.3 50
3089 億杰|電子零組|-39 -53 14|100 100 125 116|4.2 7
3090 日電貿|電子零組|-10 -18 -6|98 98 -2 11|1.4 28
3092 鴻碩|電子零組|-52 -52 -27|80 95 11 18|1.1 27
3093 港建*|其他電子|-1 -24 -23|88 88 -1 45|0.7 11
3094 聯傑|半導體業|-12 -11 -14|91 91 0 38|0.2 28
3105 穩懋|半導體業|-25 -39 4|81 85 -8 20|0.7 573
3128 昇銳|光電業|20 -10 -25|85 93 11 3|3.8 54
3131 弘塑|半導體業|-4 -0 6|94 94 80 147|1.4 757
3138 耀登|通信網路|-1 6 -17|84 84 -5 14|0.3 27
3141 晶宏|半導體業|-49 -38 -9|69 85 -3 28|0.7 110
3147 大綜|資訊服務|18 8 26|94 94 20 48|0.4 46
3149 正達|光電業|-22 -13 -3|61 71 -24 -27|0.7 9
3152 璟德|通信網路|-8 -14 19|89 89 -10 21|0.6 17
3162 精確|電機機械|112 105 -32|84 84 -10 6|0.5 106
3163 波若威|通信網路|-35 -33 -46|96 96 15 27|0.9 186
3169 亞信|半導體業|-24 -38 -11|86 86 0 24|0.3 57
3178 公準|半導體業|38 19 5|94 94 28 58|0.3 82
3189 景碩|半導體業|-40 -38 -28|79 98 0 9|0.6 400
3202 樺晟|電子零組|-9 5 12|98 98 34 43|1.4 50
3205 佰研|生技醫療|-15 -7 5|68 96 28 25|3.2 17
3206 志豐|電子零組|-26 -12 -1|99 99 25 30|1.8 9
3207 耀勝|電子零組|3 17 -9|97 97 38 98|4.9 273
3209 全科|電子通路|-7 17 -6|88 88 1 16|0.5 30
3211 順達|電腦及週|6 5 5|97 97 4 16|0.5 23
3213 茂訊|電腦及週|-1 -5 -14|97 97 17 38|1.5 19
3217 優群|電子零組|13 5 20|93 93 18 63|1.1 513
3218 大學光|生技醫療|29 28 -3|97 97 9 54|0.9 140
3221 台嘉碩|通信網路|-65 -40 -27|75 96 1 18|0.6 11
3224 三顧|電子通路|7 -27 -1|80 80 -6 15|0.2 19
3227 原相|半導體業|-23 -17 16|94 94 3 11|0.8 47
3228 金麗科|半導體業|-31 -1 21|37 79 -16 -13|0.7 86
3231 緯創|電腦及週|-15 -8 -11|100 100 118 202|1.2 9505
3232 昱捷|電子通路|27 11 -18|74 89 -5 -6|0.5 19
3234 光環|通信網路|-49 -46 -7|83 93 -5 5|1.8 8
3236 千如|電子零組|-26 -24 -31|88 88 -7 7|0.3 10
3252 海灣|觀光餐旅|-6 3 -17|91 91 35 38|0.8 85
3257 虹冠電|半導體業|106 50 82|99 99 38 68|2.3 29
3260 威剛|半導體業|-13 -20 -2|96 96 23 57|1.9 1086
3264 欣銓|半導體業|-4 -2 -16|98 98 15 33|1.3 468
3265 台星科|半導體業|-22 -18 -22|98 98 22 54|0.4 172
3272 東碩|電腦及週|-38 -23 -75|73 80 -17 -2|0.2 12
3287 廣寰科|電腦及週|48 19 32|95 95 83 85|3.6 31
3289 宜特|其他電子|9 6 -9|100 100 10 27|1.9 268
3290 東浦|電子零組|17 40 23|89 89 -7 23|0.4 40
3293 鈊象|文化創意|16 15 5|98 98 8 53|1.5 849
3294 英濟|電子零組|39 37 30|86 95 -1 12|0.5 7
3296 勝德|電子零組|-60 -47 -19|90 94 -2 9|0.7 7
3305 昇貿|其他電子|-31 -38 -11|87 93 9 33|0.5 51
3306 鼎天|通信網路|26 25 26|91 91 41 61|2.2 66
3308 聯德|電子零組|225 205 113|88 88 147 190|0.7 81
3310 佳穎|電子零組|4 -2 -12|100 100 28 109|1.5 9
3312 弘憶股|電子通路|-16 -30 -13|96 96 6 30|0.5 20
3317 尼克森|半導體業|-17 -18 1|79 86 -8 -2|0.5 10
3322 建舜電|電子零組|8 -2 23|84 84 -10 5|0.5 10
3323 加百裕|電腦及週|43 -2 11|96 98 6 7|0.5 12
3324 雙鴻|其他電子|-18 -9 1|99 99 37 101|0.6 1852
3325 旭品|電腦及週|47 77 72|93 93 123 151|1.2 133
3338 泰碩|電子零組|-33 -31 -12|94 94 3 54|0.4 45
3346 麗清|汽車工業|141 67 28|99 99 13 28|1.3 193
3356 奇偶|光電業|14 -1 -9|100 100 40 41|5.4 318
3357 臺慶科|電子零組|-26 -23 -1|89 89 -7 29|0.7 7
3360 尚立|電子通路|47 14 11|97 97 4 9|0.6 6
3362 先進光|光電業|-8 -6 4|82 82 -1 44|0.6 383
3363 上詮|通信網路|-28 -30 -0|87 87 65 85|0.4 424
3372 典範|半導體業|-33 -48 4|93 98 13 23|2.2 6
3374 精材|半導體業|-38 -37 -26|98 100 22 31|1.6 573
3376 新日興|電子零組|-15 -24 -14|95 96 4 12|0.6 27
3380 明泰|通信網路|4 14 -16|100 100 18 42|2.2 203
3388 崇越電|電子零組|-29 -28 -8|95 100 2 3|3.2 5
3402 漢科|其他電子|-8 -9 -30|97 97 2 18|0.5 8
3406 玉晶光|光電業|-9 -13 -16|88 94 1 8|0.6 724
3413 京鼎|半導體業|9 11 -7|92 96 3 9|1.8 128
3416 融程電|電腦及週|-7 6 -7|97 97 14 42|0.6 25
3419 譁裕|通信網路|-37 -18 -40|87 87 4 9|0.3 24
3430 奇鈦科|化學工業|-24 -34 -22|na 96 7 18|0.6 6
3434 哲固|光電業|8 -19 -3|91 99 6 25|4.5 8
3438 類比科|半導體業|-18 -28 16|94 94 8 37|0.3 22
3441 聯一光電|光電業|-29 -39 -11|85 85 -3 11|0.4 18
3443 創意|半導體業|25 28 -26|94 94 54 116|0.6 5952
3444 利機|電子通路|-4 -21 2|90 90 16 10|0.4 49
3447 展達|通信網路|-62 -18 -76|na 84 -3 37|3.8 15
3450 聯鈞|半導體業|-33 -25 -11|84 94 -1 7|3.0 10
3454 晶睿|光電業|38 20 -61|72 72 -17 5|1.6 382
3455 由田|光電業|-54 -36 -36|88 88 -9 5|0.6 23
3466 德晉|通信網路|27 206 39|78 78 -6 1|0.5 9
3479 安勤|電腦及週|6 19 -30|85 85 25 68|0.4 195
3481 群創|光電業|4 -13 22|92 92 6 43|1.3 1080
3483 力致|電腦及週|3 7 16|100 100 23 67|1.5 298
3484 崧騰|電子零組|-47 -46 -13|77 90 7 5|0.2 7
3491 昇達科|通信網路|-30 11 7|89 89 -1 24|0.9 117
3498 陽程|其他電子|349 159 64|90 90 25 20|1.4 58
3499 環天科|通信網路|-13 -19 4|84 84 -5 12|0.3 8
3501 維熹|電子零組|-15 -4 -6|97 97 5 12|0.4 14
3504 揚明光|光電業|-49 -19 -8|68 85 -12 2|0.5 66
3508 位速|其他電子|-9 -29 -6|66 77 -11 -14|0.4 12
3511 矽瑪|電子零組|-49 -41 -37|86 95 -2 8|0.9 14
3515 華擎|電腦及週|-8 2 12|97 97 65 73|1.7 1032
3518 柏騰|其他電子|-3 -29 15|100 100 56 89|2.4 33
3520 華盈|電子零組|-15 -3 -29|71 76 -13 -7|0.3 8
3521 台鋼建設|建材營造|194 95 64|81 90 2 11|0.3 12
3522 御嵿|觀光餐旅|108 39 -128|95 96 58 80|0.5 5
3526 凡甲|電子零組|11 11 21|99 99 19 39|0.7 27
3527 聚積|半導體業|-38 -44 -4|81 84 -10 7|1.0 17
3528 安馳|電子通路|8 11 -0|84 84 3 19|1.0 12
3529 力旺|半導體業|9 -4 -25|94 94 20 62|0.6 951
3530 晶相光|半導體業|-20 -38 12|82 85 -7 6|0.8 6
3532 台勝科|半導體業|-16 -9 -28|82 98 2 16|0.8 342
3533 嘉澤|電子零組|-17 -12 -24|89 89 -7 7|1.1 1068
3535 晶彩科|光電業|-80 -79 -83|72 83 -9 -5|0.7 5
3537 堡達|電子零組|-7 12 28|98 98 7 14|0.6 6
3540 曜越|電腦及週|52 74 47|92 92 46 88|0.3 55
3541 西柏|其他電子|-32 -32 -26|85 86 -8 3|0.4 7
3545 敦泰|半導體業|4 4 37|86 86 1 39|0.3 147
3546 宇峻|文化創意|-37 -21 -7|94 94 14 22|2.1 56
3548 兆利|電子零組|50 30 39|94 94 13 32|0.5 39
3551 世禾|綠能環保|-4 -1 -8|96 96 12 20|0.5 8
3552 同致|其他電子|15 13 0|74 88 -6 4|0.5 85
3556 禾瑞亞|半導體業|-31 -18 11|99 99 6 22|0.8 8
3557 嘉威|居家生活|-23 -15 -3|92 92 2 39|1.2 12
3558 神準|通信網路|-7 32 -45|71 71 -24 23|0.8 301
3563 牧德|光電業|12 1 20|100 100 28 83|1.6 154
3564 其陽|通信網路|-25 -23 -36|93 93 23 60|1.5 43
3570 大塚|資訊服務|-2 12 -13|82 82 20 55|0.3 10
3576 聯合再生|光電業|-45 -8 -25|83 88 -7 -3|0.7 112
3580 友威科|其他電子|-36 10 -22|75 86 -3 -8|1.9 10
3583 辛耘|半導體業|21 29 8|97 97 86 121|1.2 719
3587 閎康|其他電子|43 35 10|95 95 23 49|1.0 219
3588 通嘉|半導體業|-49 -52 -2|56 74 -15 -5|0.6 14
3591 艾笛森|光電業|1 3 8|100 100 24 74|0.8 49
3592 瑞鼎|半導體業|-35 -44 -3|81 81 -13 22|1.2 253
3594 磐儀|電腦及週|5 9 -11|91 91 17 108|0.4 69
3596 智易|通信網路|-3 15 -11|92 100 15 26|2.1 266
3605 宏致|電子零組|-19 -25 -9|77 84 -6 -8|0.6 6
3607 谷崧|電子零組|-8 4 23|97 97 14 31|1.0 8
3611 鼎翰|電腦及週|6 3 -11|98 98 4 30|0.6 20
3615 安可|光電業|7 -17 -1|98 98 30 34|0.8 10
3617 碩天|其他電子|23 9 -16|94 94 80 130|0.7 424
3622 洋華|光電業|-16 -27 -23|99 99 15 30|0.8 11
3624 光頡|電子零組|-23 -21 -4|80 80 -13 56|0.3 108
3625 西勝|電腦及週|-50 -52 3|82 85 14 23|0.8 12
3628 盈正|其他電子|36 27 9|91 91 13 24|0.5 14
3630 新鉅科|光電業|-5 -31 7|87 87 14 17|0.6 42
3645 達邁|電子零組|-28 -38 7|67 94 11 15|0.6 15
3646 艾恩特|電子零組|-13 -10 -4|80 80 5 26|0.4 8
3652 精聯|電腦及週|46 9 7|91 91 17 68|0.6 42
3653 健策|電子零組|3 5 -23|97 97 35 71|1.1 895
3661 世芯-KY|半導體業|171 185 91|97 97 52 122|0.6 5606
3663 鑫科|其他電子|-43 -27 -1|84 84 5 9|0.2 7
3664 安瑞-KY|通信網路|20 28 -3|84 84 85 203|1.1 17
3665 貿聯-KY|其他電子|-5 -0 -52|95 99 16 29|3.4 609
3673 TPK-KY|光電業|-26 -28 -19|98 98 29 50|0.8 212
3675 德微|半導體業|-21 -21 -13|90 90 5 90|0.4 268
3679 新至陞|電子零組|-10 32 31|96 97 2 4|0.5 9
3680 家登|半導體業|9 20 -14|100 100 18 75|1.0 844
3687 歐買尬|數位雲端|1 -1 -1|89 94 31 27|6.4 100
3689 湧德|電子零組|-15 -9 -1|97 97 15 33|0.9 19
3691 碩禾|光電業|-69 -59 -21|61 80 -16 -3|0.9 25
3693 營邦|電腦及週|43 73 -13|97 97 157 185|1.4 1412
3694 海華|通信網路|7 9 14|98 98 25 49|1.0 19
3701 大眾控|電腦及週|6 13 -0|85 85 21 61|0.5 134
3702 大聯大|電子通路|-20 -25 -10|100 100 9 16|0.7 172
3703 欣陸|建材營造|-13 -15 -12|95 97 2 13|1.8 52
3704 合勤控|通信網路|8 36 1|100 100 25 35|1.9 147
3705 永信|生技醫療|-13 -17 -3|91 91 5 4|0.5 23
3706 神達|電腦及週|-23 -2 -13|95 95 28 23|1.8 703
3707 漢磊|半導體業|-10 -15 -19|67 84 -7 -5|0.6 334
3708 上緯投控|綠能環保|-32 -28 -12|75 86 -6 4|0.9 63
3710 連展投控|電子零組|-6 -11 5|64 85 -9 1|0.9 10
3711 日月光投控|半導體業|-14 -12 -18|93 93 6 25|1.6 2545
3712 永崴投控|電腦及週|6 -3 -7|88 88 -3 30|0.2 35
3714 富采|光電業|-21 -30 7|93 93 -2 11|0.6 149
3715 定穎投控|電子零組|na na na|na 89 18 63|0.6 248
4102 永日|生技醫療|-8 32 2|75 75 9 -15|0.5 15
4104 佳醫|生技醫療|19 22 7|100 100 24 50|2.4 39
4105 東洋|生技醫療|17 8 -6|97 97 3 0|2.1 44
4106 雃博|生技醫療|22 21 2|99 99 34 28|7.7 13
4107 邦特|生技醫療|-4 0 -7|92 95 2 4|1.0 10
4108 懷特|生技醫療|12 9 23|98 98 24 23|1.2 18
4111 濟生|生技醫療|-6 -9 -10|83 83 6 13|0.7 11
4113 聯上|建材營造|24266 23181 17458|100 100 13 48|1.2 5
4114 健喬|生技醫療|17 26 -7|84 84 -3 -11|0.5 109
4116 明基醫|生技醫療|-14 -2 -62|72 92 2 -6|0.8 9
4119 旭富|生技醫療|81 97 16|89 89 1 27|0.6 24
4121 優盛|生技醫療|-18 -8 -11|89 89 35 33|2.2 42
4123 晟德|生技醫療|40 60 -41|100 100 21 20|1.2 162
4126 太醫|生技醫療|15 14 -9|96 96 5 19|0.6 24
4128 中天|生技醫療|-21 -15 -4|80 92 -5 4|1.0 103
4129 聯合|生技醫療|35 29 -0|92 92 37 51|0.7 202
4130 健亞|生技醫療|41 38 22|77 82 13 -14|1.0 26
4133 亞諾法|生技醫療|-14 -7 -3|79 89 1 -3|1.0 5
4137 麗豐-KY|生技醫療|60 115 97|86 86 -4 -3|0.9 120
4138 曜亞|生技醫療|57 50 9|100 100 81 118|1.6 81
4142 國光生|生技醫療|-90 148 -91|84 84 -4 6|0.6 28
4147 中裕|生技醫療|-3 25 -86|80 80 15 56|0.9 363
4148 全宇生技-KY|生技醫療|26 6 -45|83 85 -7 13|0.9 5
4153 鈺緯|生技醫療|7 8 -27|74 74 -6 33|0.5 9
4155 訊映|生技醫療|-35 -36 -30|98 98 8 42|4.5 42
4157 太景*-KY|生技醫療|10393 3547 1787|85 99 19 11|5.0 25
4161 聿新科|生技醫療|24 33 15|95 95 37 41|2.7 16
4162 智擎|生技醫療|15 4 -1|67 74 -12 -15|0.8 72
4163 鐿鈦|生技醫療|-7 12 -15|93 93 11 33|0.3 46
4164 承業醫|生技醫療|-12 20 -8|96 96 6 62|1.8 70
4167 松瑞藥|生技醫療|-46 -46 -20|66 69 -2 -27|2.4 13
4168 醣聯|生技醫療|58 -47 na|72 92 1 1|1.7 14
4171 瑞基|農業科技|-91 -76 -9|64 75 -13 -2|0.8 7
4173 久裕|生技醫療|12 12 2|95 95 26 29|0.6 16
4174 浩鼎|生技醫療|41 90 na|87 100 19 36|2.1 32
4175 杏一|生技醫療|-17 -7 -11|80 80 38 66|2.9 30
4190 佐登-KY|生技醫療|35 32 13|78 78 -13 4|0.4 32
4207 環泰|食品工業|33 15 1|99 99 24 34|1.2 21
4306 炎洲|塑膠工業|-23 -25 -3|91 91 -3 10|0.6 13
4417 金洲|紡織纖維|-22 20 -33|98 98 6 12|1.1 7
4438 廣越|紡織纖維|8 2 -28|85 98 10 6|0.8 12
4440 宜新實業|紡織纖維|-40 -39 -7|83 92 -3 4|0.4 6
4503 金雨|電機機械|11 53 -2|100 100 53 100|1.9 96
4506 崇友|電機機械|31 10 4|99 99 9 17|1.1 5
4510 高鋒|電機機械|13 -6 4|93 93 54 74|2.0 39
4523 永彰|電機機械|12 3 11|94 94 22 19|0.9 12
4526 東台|電機機械|-19 -12 -6|98 98 15 34|4.5 12
4532 瑞智|電機機械|-20 -24 3|100 100 14 31|5.0 10
4533 協易機|電機機械|101 109 71|100 100 173 194|0.9 208
4536 拓凱|運動休閒|12 11 -18|78 78 -9 0|0.6 100
4538 大詠城|電機機械|1 -15 -33|90 90 25 39|6.4 15
4541 晟田|其他|-8 -16 -28|90 90 32 56|0.2 64
4543 萬在|電機機械|5 8 7|94 94 113 156|2.8 299
4549 桓達|電機機械|1 28 8|99 99 26 37|1.2 10
4551 智伸科|汽車工業|-6 -17 -14|90 100 9 9|1.9 89
4552 力達-KY|電機機械|5 22 23|90 90 6 10|0.5 11
4557 永新-KY|汽車工業|-3 4 -40|84 94 4 13|1.1 10
4563 百德|電機機械|-12 -16 -22|100 100 53 66|8.7 9
4564 元翎|電機機械|-4 -25 7|94 94 27 32|0.9 142
4566 時碩工業|電機機械|2 -10 -18|90 90 18 18|1.1 75
4572 駐龍|電機機械|37 34 -18|92 92 29 55|0.6 175
4580 捷流閥業|電機機械|5 5 3|99 99 8 23|0.9 7
4581 光隆精密-KY|汽車工業|13 29 15|90 90 47 81|0.8 20
4583 台灣精銳|電機機械|-8 -18 -12|99 99 6 26|3.7 6
4721 美琪瑪|化學工業|-61 -60 -43|71 85 -8 -6|0.6 33
4726 永昕|生技醫療|37 4 0|84 99 8 15|1.1 46
4728 雙美|生技醫療|6 43 -29|78 78 63 75|1.3 25
4736 泰博|生技醫療|-61 -54 -55|83 92 0 7|0.7 45
4739 康普|化學工業|-50 -46 -35|65 86 -8 -6|0.5 46
4741 泓瀚|化學工業|40 0 -8|88 88 34 41|0.2 7
4743 合一|生技醫療|9 9 -929|83 85 -9 4|0.9 491
4744 皇將|生技醫療|-33 72 64|95 95 32 54|0.7 69
4746 台耀|生技醫療|38 20 -6|95 95 22 20|3.1 198
4747 強生製藥|生技醫療|32 38 9|100 100 149 193|2.2 171
4755 三福化|化學工業|-20 -22 -8|81 93 6 19|0.4 63
4763 材料*-KY|化學工業|120 115 28|92 92 65 198|1.1 2088
4766 南寶|化學工業|-7 -11 -22|96 96 18 30|0.6 37
4768 晶呈科技|化學工業|-33 -5 -57|85 96 8 22|0.6 43
4770 上品|化學工業|39 9 -36|84 93 7 10|0.5 177
4904 遠傳|通信網路|5 4 1|93 96 4 19|1.7 563
4906 正文|通信網路|13 45 4|100 100 12 29|2.6 178
4908 前鼎|通信網路|-21 -11 -0|96 96 33 37|2.7 27
4911 德英|生技醫療|482 513 62|95 95 28 61|0.6 10
4915 致伸|電子零組|-19 -17 -17|93 99 8 18|1.6 186
4916 事欣科|電腦及週|66 48 -9|89 89 30 63|1.3 219
4919 新唐|半導體業|-20 -18 -8|80 81 -13 7|0.6 464
4927 泰鼎-KY|電子零組|-20 -18 -4|91 97 7 16|0.5 63
4930 燦星網|電器電纜|-37 -33 -2|88 88 -3 6|0.4 6
4931 新盛力|電腦及週|-34 -7 -62|81 88 -1 -6|0.3 51
4934 太極|光電業|3 54 -31|92 92 5 23|0.9 38
4935 茂林-KY|光電業|7 -7 5|91 96 -1 3|0.7 6
4938 和碩|電腦及週|-3 9 5|94 94 7 17|1.3 637
4942 嘉彰|光電業|-17 -31 -5|100 100 10 17|1.3 5
4945 陞達科技|半導體業|-44 -47 -4|87 93 27 34|0.8 6
4950 金耘國際|鋼鐵工業|-23 -53 27|60 70 -0 -31|0.1 83
4951 精拓科|半導體業|-33 -34 -6|na 90 37 55|0.6 30
4952 凌通|半導體業|-39 -41 -1|83 96 -1 19|2.5 17
4953 緯致|資訊服務|10 10 -10|87 87 -2 38|0.3 93
4958 臻鼎-KY|電子零組|-28 -31 -30|87 94 -3 2|1.0 377
4960 誠美材|光電業|-9 -21 7|88 88 -9 15|0.4 31
4961 天鈺|半導體業|-19 -26 6|82 82 -9 33|0.5 349
4966 譜瑞-KY|半導體業|-52 -51 -20|84 89 6 35|0.7 966
4967 十銓|半導體業|121 199 155|89 89 6 141|1.3 656
4968 立積|半導體業|-20 -23 -6|93 93 45 62|0.4 915
4971 IET-KY|半導體業|-42 -49 -36|82 83 -12 13|0.4 6
4973 廣穎電通|半導體業|27 16 7|100 100 20 52|1.3 45
4974 亞泰|電子零組|-3 -6 -9|96 96 1 24|0.8 23
4976 佳凌|光電業|-27 -16 -1|82 82 -15 13|0.7 25
4977 眾達-KY|通信網路|-37 3 -39|70 70 -20 -11|0.5 325
4979 華星光|通信網路|105 74 -31|100 100 105 123|1.3 2308
4994 傳奇|資訊服務|-12 -16 20|94 94 5 23|5.9 25
4995 晶達|光電業|10 -21 -11|91 91 -9 31|0.5 6
5009 榮剛|鋼鐵工業|16 18 -12|96 96 16 72|0.6 758
5011 久陽|鋼鐵工業|-7 -19 -27|88 93 -2 11|0.5 9
5014 建錩|鋼鐵工業|-36 -22 -11|81 81 -10 -7|0.7 5
5015 華祺|鋼鐵工業|-37 -40 -26|69 83 -9 -9|2.0 8
5201 凱衛|資訊服務|40 3 -2|92 92 28 24|0.8 7
5203 訊連|資訊服務|2 2 -9|81 81 -11 11|0.4 23
5209 新鼎|其他|163 152 71|93 93 84 153|0.2 52
5211 蒙恬|資訊服務|-16 -8 -18|76 76 -13 37|0.1 7
5213 亞昕|建材營造|-86 -45 -113|94 94 5 18|0.8 5
5222 全訊|半導體業|28 32 1|83 83 -1 32|0.3 230
5225 東科-KY|其他電子|-12 -17 -30|92 92 16 39|0.6 48
5227 立凱-KY|電子零組|138 161 1|86 86 6 5|0.3 24
5234 達興材料|光電業|-2 -7 15|99 99 33 64|0.9 61
5236 凌陽創新|半導體業|-13 -27 13|91 91 17 56|0.5 39
5243 乙盛-KY|光電業|3 11 -6|88 88 19 35|0.3 344
5258 虹堡|電腦及週|30 29 -21|90 90 22 65|0.7 940
5263 智崴|文化創意|-3 7 -6|87 87 2 2|0.9 31
5269 祥碩|半導體業|-5 21 29|79 79 -8 50|1.0 666
5274 信驊|半導體業|-52 -50 -53|92 92 7 55|1.0 1305
5284 jpp-KY|其他|56 46 -2|86 86 28 108|0.2 243
5285 界霖|半導體業|-32 -24 -11|82 82 -13 24|1.0 27
5287 數字|數位雲端|8 11 -3|95 95 4 9|1.5 6
5288 豐祥-KY|電機機械|-3 -2 -27|93 93 4 19|1.2 12
5289 宜鼎|電腦及週|-29 -25 -10|91 91 10 78|0.7 572
5299 杰力|半導體業|-38 -35 4|80 91 0 17|0.6 17
5301 寶得利|觀光餐旅|466 444 289|82 82 60 58|0.8 15
5306 桂盟|運動休閒|-39 -31 -10|92 99 8 12|2.4 45
5309 系統電|電子零組|-12 -7 -30|88 88 -3 5|0.4 80
5310 天剛|資訊服務|-76 55 47|80 80 13 1|0.6 5
5312 寶島科|生技醫療|44 24 -3|94 94 34 50|0.7 26
5315 光聯|光電業|-9 -5 -3|92 92 -3 23|0.8 9
5321 美而快|數位雲端|-6 19 4|79 79 6 47|0.2 29
5324 士開|建材營造|27 47 0|90 90 21 28|0.4 11
5328 華容|電子零組|10 6 1|87 87 24 41|0.3 19
5340 建榮|電子零組|-32 -37 -23|82 82 12 109|0.9 132
5347 世界|半導體業|-41 -37 -24|87 87 -8 8|1.2 347
5351 鈺創|半導體業|-44 -52 0|72 86 -7 9|0.5 134
5353 台林|通信網路|5 33 5|78 78 -9 49|0.3 45
5356 協益|電腦及週|-10 -17 -7|100 100 47 58|1.0 13
5371 中光電|光電業|-27 -17 -3|88 88 7 39|0.5 135
5381 光譜|電機機械|775 549 423|93 93 57 250|0.8 21
5386 青雲|電腦及週|-28 -54 -17|88 88 44 57|0.7 120
5388 中磊|通信網路|9 11 -28|99 99 16 44|3.3 384
5392 能率|光電業|-6 -13 3|95 97 4 11|2.0 8
5403 中菲|資訊服務|15 24 10|94 94 21 53|0.3 25
5410 國眾|資訊服務|-8 1 -93|87 87 -4 2|0.4 10
5425 台半|半導體業|-5 -7 -15|84 84 -4 30|0.7 640
5426 振發|電腦及週|-35 -30 -40|91 91 24 12|2.7 49
5434 崇越|電子通路|-12 -7 -18|96 96 1 17|1.3 107
5439 高技|電子零組|62 43 31|97 97 28 79|1.0 221
5443 均豪|半導體業|-27 -34 -30|97 97 14 17|0.5 42
5452 佶優|其他電子|-14 -25 -1|96 96 12 63|3.0 7
5457 宣德|電子零組|-11 -16 -9|80 89 -5 3|0.7 24
5464 霖宏|電子零組|-55 -20 -6|91 91 11 25|0.3 15
5465 富驊|電腦及週|32 33 31|89 89 112 190|1.4 532
5469 瀚宇博|電子零組|-7 -4 11|99 99 36 52|1.9 204
5471 松翰|半導體業|-32 -41 7|79 90 -6 -6|0.7 9
5474 聰泰|電腦及週|-48 -37 -9|88 88 19 54|1.2 87
5475 德宏|電子零組|-10 -4 38|83 83 -12 33|0.4 7
